text,title
"nearly 21 , 000 child be miss in gaza , british aid group save the child have claim .","over 20,000 children buried, trapped, detained, lost amid gaza war: report"
"berlin – "" we be witness a great endangerment of academic freedom – and this have start since the beginning of israel 's war on gaza , "" say cecilia , an undergraduate student at berlin 's free university .","punched, choked, kicked: german police crack down on student protests"
"israel 's war on gaza rage on , now in its sixth month , cause mass devastation and result in the death of more than 31 , 000 palestinians , mostly woman and child . with mount humanitarian crisis , jewish group across the world have rally in large number to denounce israel 's action and policy .",is this a watershed moment for jewish solidarity with palestinians?
israeli prime minister benjamin netanyahu say israel will not leave civilian trap in rafah when its force begin a long - fear assault on the southern gaza city where more than a million palestinians have take shelter .,"netanyahu repeats rafah assault threat, says civilians won’t be ‘locked in’"
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 50 bodies recovered from jabalia refugee camp
"as israel 's war on gaza keep rage , the chief prosecutor of the international criminal court ( icc ) have request arrest warrant for israeli prime minister benjamin netanyahu and defence minister yoav gallant for war crime and crime against humanity . the prosecutor , karim khan , have take the same action against three hamas leader .",former icc chief prosecutor: ‘netanyahu is afraid’
nan,‘i just want to stay alive for my mother’ says boy in gaza
"washington , dc – when heba mohammad , a 32 - year - old organiser in milwaukee , wisconsin , first become involve in democratic campaigning in the mid - 2010s , she hope that shift public attitude towards palestine would soon be reflect in the party at large .",how wisconsin advocates hope to use ‘uncommitted’ votes to pressure biden
nan,‘all eyes on rafah’ ai-image goes viral on social media
"after month gather evidence , international criminal court ( icc ) chief prosecutor karim khan have apply for arrest warrant against top israeli and hamas leader .",is the icc going to issue arrest warrants for israel and hamas leaders?
hamas chief ismail haniyeh have discuss the late israeli proposal for a truce in gaza and an exchange of captive for prisoner with egyptian and qatari mediator .,"hamas chief haniyeh discusses gaza truce talks with egypt, qatar officials"
united states president joe biden have face month of grow pressure to stop send weapon to israel as the us ally wage war in the gaza strip .,what did biden say about us arms transfers to israel and what does it mean?
"tel aviv / west jerusalem – in 2015 , maya , a jewish israeli , travel to greece to help syrian refugee . at the time , she be an exchange student in germany and she have be deeply move by the picture she see of desperate people arrive there in small boat .","israel’s ‘anti-zionists’ brave police beatings, smears to demand end to war"
"mass grave , crippled hospital , thousand of civilian death and near total destruction of infrastructure haunt gaza as israel 's war on the besiege palestinian coastal enclave enter its 200th day on tuesday .",in numbers: 200 days of israel’s war on gaza
a three - ship convoy have leave cyprus 's larnaca port head for the gaza strip with nearly 400 tonne of food and other supply as people continue to die from hunger in the enclave amid israel 's ongoing war .,aid ships with nearly 400 tonnes of food depart cyprus for gaza
"maysoon al - nabahin squeeze out the last bit of cartone cheese onto a freshly baked piece of bread , know it will be the only thing her family of eight will eat that day .",‘they scream in hunger’ - how israel is starving gaza
"when former guantanamo detainee asadullah haroon look at picture of palestinians be hold in israeli prison , the memory of his own abuse and torture in united states detention centre come flood back .",‘happening again’: guantanamo victims say israel using ‘us-style’ torture
"turkish president recep tayyip erdogan tell greek prime minister kyriakos mitotakis that there be "" no unsolvable problem "" between their country as the leader meet in ankara .","turkey’s erdogan meets greek pm, sees ‘no unsolvable problems’ in ties"
nan,displaced 12-year-old boy becomes gaza’s youngest medic
the head of israel 's military have say the country would respond to iran 's weekend attack as several western country urge israel to avoid an escalation of the conflict in the middle east .,israel army chief pledges iran response as western countries urge restraint
israeli defense minister yoav gallant have reject a french initiative aim at defuse the grow tension between israel and hezbollah as fear of an all - out war between the two side grow .,israel’s gallant rejects french initiative to defuse lebanon tensions
have the un really say few people be kill by israel in gaza ?,did the un really say israel has killed fewer people in gaza?
"israel have say it will reopen the beit hanoon ( erez ) cross with northern gaza for aid , hour after a warning from united states president joe biden for it to take step to protect civilian and humanitarian worker follow the israeli military 's strike on a food charity 's team .",israel to ‘temporarily’ reopen north gaza crossing for aid after biden call
nan,"‘liars!’, israeli official heckled at icj genocide hearing"
nan,knesset passes a law that could shut down al jazeera in israel
nan,videos of malnourished children show gaza’s forced starvation crisis
"iran 's supreme leader have condemn israel and the west over "" crime "" in gaza during ramadan in an eid al - fitr speech that also promise retaliation for the attack on the iranian consulate in syria .","iran’s khamenei blasts israel, west for ‘bloody’ gaza war in eid speech"
"united states lawmaker be expect to vote on saturday evening on three military aid package for ukraine , israel and other ally in the asia pacific region .","us congress to vote on aid for ukraine, israel, taiwan: what’s the deal?"
haitham kaabna and his family be terrify when dozen of israeli settler storm their village of tajamaa al - murajaat in the occupied west bank on october 13 .,us penalties aren’t stopping israeli settler attacks on palestinians
"former united states president donald trump have claim that pro - palestinian protest on university campus be more hateful than the infamous 2017 white nationalist rally in charlottesville , virginia .","white nationalist rally ‘nothing’ compared with gaza protests, trump claims"
nan,wartime eid begins for palestinians in gaza
"beirut , lebanon – after israel kill at least one person in an attack on baalbek , its second attack on eastern lebanon since october 7 , a report 100 rocket be fire from lebanon into israel , trigger sortie by israeli fighter jet attack various location in lebanon .",is israel hoping to escalate hostilities with hezbollah in lebanon?
the un special rapporteur for the occupied palestinian territory have accuse israel of carry out genocidal act in gaza in a report .,what’s in un expert’s report describing israeli ‘genocide’ in gaza?
nan,israeli bombardment targets more residential areas in rafah
"hezbollah say it have fire "" dozen of rocket "" at israeli artillery position in response to the israeli military 's strike in southern lebanon , in one of its large assault since the start of the war on gaza .",lebanon’s hezbollah fires ‘dozens of rockets’ at israeli positions
nan,israel kills dozens in attack on rafah refugee camp
"the united states have greenlighte the transfer of billion of dollar worth of bomb and fighter jet to israel , the washington post report , even as it publicly express concern about the long - threaten israeli invasion of gaza 's rafah and the rise civilian casualty in the enclave .","us approves bombs, jets for israel amid threat of offensive in gaza’s rafah"
"thousand of mostly ultranationalist israelis have take part in an annual march through a palestinian neighbourhood in jerusalem 's old city , with some marcher chant "" death to arab . """,photos: ultranationalist israelis march in palestinian area of jerusalem
nan,the take: signs of torture and executions uncovered in gaza’s mass graves
"israel 's war on gaza rage on with the death toll at more than 35 , 000 palestinians and climb . prime minister benjamin netanyahu 's government be face grow internal friction over the way forward in the war . many of the coalition 's far - right member have urge the prime minister to ignore grow international pressure to rein in israel 's onslaught on the territory .",israeli far right sees victory as ‘ultimate annihilation of the gaza strip’
the palestinian civil defence in gaza say the death toll from an overnight israeli attack on the tent of displace palestinians in rafah have rise to 45 as the attack spark condemnation across the arab and western world .,israel bombs yet another gaza camp it had declared a safe zone
a united nations expert who publish a report say there be reasonable ground to believe israel have commit genocide in its war on gaza say she have receive threat throughout her mandate .,un expert says she faces threats after israel-gaza genocide report
"cite iran 's weekend attack against the us ally , president joe biden on wednesday urge lawmaker to pass stall legislation that would provide billion in military and other aid to israel .",biden urges congress to end impasse and send aid to israel and ukraine
the united nations security council have fail to pass a united states - draft resolution recognise the need for a ceasefire in gaza .,can the un security council agree on a ceasefire resolution for gaza?
"in the secluded hill south of hebron , in the occupy west bank , abu al - kabash use to wake up daily to his prize possession : a grove of pomegranate and fig tree that tower over the six different kind of aloe plant envelop his home .",how israeli settlers are expanding illegal outposts amid gaza war
"the administration of united states president joe biden have impose new sanction on iran in response to its missile and drone attack on israel , as tension mount over the possibility of further escalation in the middle east .",us imposes new sanctions on iran after attack on israel
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: un to add israeli army to child harm list
nan,palestinians killed in israeli bombing of gaza as ramadan begins
nan,israel’s forced starvation in gaza has killed dozens of children
nan,‘the us is trying to force the israeli government’s collapse’ | #ajopinion
"in more than seven month of war , more than 35 , 000 palestinians have be kill and large part of the gaza strip destroy .",will icc action deepen israel’s international isolation?
"celebrity , include musician billie eilish and finneas o'connell , poor thing star mark ruffalo , and comedian ramy youssef , wear red pin at the 96th academy award to call for a ceasefire in gaza .",why did hollywood stars wear red pin badges at the oscars ceremony?
"on friday morning , iranian air defence shoot down three drone above its central province of isfahan .",what does israel have in its arsenal that it could use against iran?
the chief prosecutor of the international criminal court ( icc ) have apply for arrest warrant against top israeli and hamas leader for alleged war crime .,"world reacts to icc prosecutor seeking israel, hamas arrest warrants"
"an israeli investigation have find that an israeli woman who be seize during the october 7 hamas attack be "" most likely "" kill when an israeli combat helicopter fire on her kidnapper ' vehicle .",israeli fire ‘most likely’ killed woman taken captive on october 7: army
"washington , dc – congressional leader in the united states have propose a spending bill that would avert a government shutdown but ban funding for the united nations relief and work agency for palestine refugee ( unrwa ) .",us congressional leaders propose spending bill that would cut unrwa funding
columbia university official have order class to be hold virtually as they seek to de - escalate tension on the new york city campus during pro - palestinian demonstration .,columbia university moves classes online after gaza protests
a united states plan to build a temporary port off gaza 's coast to step up the delivery of humanitarian aid have be criticise as an attempt to divert attention from hundred of thousand of starve palestinians and israel 's consistent blocking of assistance to the enclave .,us port plan to step up aid delivery to gaza criticised as ‘distraction’
nan,aj 360 premieres unflinching film with al-shifa hospital siege survivors
nan,desperate scenes as gaza aid trucks arrive from us floating pier
nan,icj rejects nicaragua’s request to halt german arms sales to israel
this live page be now close . you can follow our round - the - clock coverage of israel 's war on gaza here .,icj updates: israel responds to south africa appeal for rafah attack halt
""" exist , resist , return ! "" you may have hear this chant at event this month to mark nakba day on may 15 , which commemorate the displacement of at least 750 , 000 palestinian in 1948 during the founding of israel .",are we witnessing nakba 2.0 in gaza?
nan,jewish professor banned from us campus after arrest
israel 's parliament pass a law on monday that allow temporary shutdown of foreign medium in israel include — and perhaps principally — al jazeera .,shutdown threat: when has israel targeted al jazeera before?
"bethlehem , occupy west bank – hanan al - qeeq sit next to a hospital bed in beit jala hospital , her sad , pale face second away from tear at all time , even when she try to muster up a smile of greeting .",‘mama we’re dying’: only able to hear her kids in gaza in their final days
"the level of destruction in gaza have not be since world war ii , accord to a united nations official who estimate that post - war reconstruction could cost up to $ 50bn .","gaza will need largest post-war reconstruction effort since 1945, un says"
"the leader of norway , ireland and spain have say their country will formally recognise palestine as a state next week for the sake of "" peace in the middle east "" , prompt israel to immediately recall its envoy .","norway, ireland, spain to recognise palestinian state"
"deir el - balah , gaza – for over six year , moath raja allah be know as one of the top player in gaza 's ramadan football tournament .",how israel’s war on gaza has changed ramadan football
"nearly 50 , 000 wisconsin voter choose "" uninstructed "" – the state 's version of "" uncommitted "" – in tuesday 's democratic primary as part of a grow campaign in the united states where protester be use the ballot to voice their displeasure with president joe biden 's handling of the war in gaza .",wisconsin is latest us state to send ‘uncommitted’ message to biden on gaza
nan,"worms, insects infest gaza-bound food stuck rotting in egyptian sun"
"iran say hezbollah be capable of defend itself and lebanon , warn israel that it would be the "" ultimate loser "" in an all - out war with the lebanese armed group .","israel will be the ‘ultimate loser’ in war with hezbollah, iran says"
"military intelligence chief aharon haliva have become the first senior israeli official to resign over failure to prevent the october 7 attack by the qassam brigade and other palestinian armed group in southern israel , a move expect to increase pressure on other top leader to follow suit .",israeli military intelligence chief resignation will put peers on the spot
israeli official be grow wary that they could face prosecution by the international criminal court ( icc ) over the war in gaza .,israeli officials eye threat of icc arrest warrants over war in gaza
the live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: un chief says blocked aid a ‘moral outrage’
"rafah , gaza – it be nearly impossible to describe the feeling of a mother in the gaza strip on mother 's day .",alaa’s sad mother’s day after israel’s war on gaza killed her children
"over the year , the united states government have be create special mechanism to shield israel from sanction design to punish country for human right abuse .",how the us state department shields israel from sanctions
"as israel devastate gaza , egypt have largely have to watch on with rise concern about the development on its border .",why egypt backed south africa’s genocide case against israel in the icj
"more than 76 percent of school in gaza require "" full reconstruction or major rehabilitation "" to be functional follow israel 's month - long onslaught , accord to a new assessment share by the un office for the coordination of humanitarian affair .",israel’s targeting of gaza schools ‘eroding foundation for societal growth’
"hamilton hall , the academic building at columbia university that student protest against israel 's war on gaza occupy early on april 30 , have a long history of student protest .",‘hind hall’: how columbia’s hamilton hall became its signature protest hub
"journalist , especially in war zone , face immense challenge in report conflict reality .",wael dahdouh: gaza’s voice amid loss and courage
"an israeli air strike have kill 10 member of hamas chief ismail haniyeh 's family in northern gaza 's shati refugee camp , accord to the palestinian group and the enclave 's civil defence agency .",israeli air strike kills 10 family members of hamas chief haniyeh in gaza
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 180 bodies found in khan younis mass grave
"israeli prime minister benjamin netanyahu have tell the united states 's top diplomat that israel be determined to send troop into the southern gaza city of rafah , where some 1 . 5 million palestinians be shelter , and will do so without we back if necessary .",us top diplomat holds talks in israel as netanyahu vows rafah invasion
"here be how thing stand on tuesday , april 9 , 2024 :","israel’s war on gaza: list of key events, day 186"
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: israel has no ‘credible plan’ for rafah – us
"israeli force battle with palestinian group in rafah and elsewhere in southern gaza despite the israeli military 's announcement on sunday of tactical pause in operation to allow humanitarian aid to enter , unrwa chief philippe lazzarini have say .",gaza fighting continues despite israeli ‘pauses’ announcement: unrwa
this live page be now close .,"updates: new york police arrest 282 protesters after columbia, ccny raids"
"the paris institute of political study ( sciences po ) have reject demand by protester to review its relation with israeli university , its interim director jean bassere say , prompt some student to say they would start a hunger strike in protest .",paris’s sciences po rejects protesters’ demand to review israel ties
nan,over 100 pro-palestine protesters arrested at us university
"here be how thing stand on tuesday , march 26 , 2024 :","israel’s war on gaza: list of key events, day 172"
nan,palestinians displaced by gaza war prepare for ramadan
spain be on a mission .,"spain leads european push to recognise palestine, risking israel’s wrath"
nan,man accused of spraying ‘pesticide’ on us anti-gaza war encampment
nan,celebrations in iran as it ‘concludes’ retaliatory attack on israel
nan,palestinian man risks life to give neighbours a burial in gaza
nan,unicef worker describes attack on gaza aid convoy
nan,israeli forces carry out mass arrests in occupied west bank
"until now , most western country have maintain they will formally recognise palestinian statehood only at the end of a peace process with israel .",what does the increasing recognition of palestinian statehood mean?
"several israeli soldier have be wound in a blast in lebanon near the israeli border , accord to the israeli military and the lebanese armed group hezbollah , which claim responsibility for the attack .",several israeli soldiers wounded in lebanon attack claimed by hezbollah
"here be how thing stand on wednesday , march 27 , 2024 :","israel’s war on gaza: list of key events, day 173"
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: first time aid enters gaza via beit hanoon
the un security council on monday ask its membership committee to review the palestinian authority 's application to be make a full member state of the united nations . the pa be currently a non - member observer state like the vatican .,"as palestine applies for full un membership, what’s in the way?"
"there be grow outrage around the world after israeli air strike kill seven aid worker from the world central kitchen ( wck ) charity , as the country face increase scrutiny over its conduct in the war on gaza .",outrage grows over israel’s deadly attack on gaza aid convoy
history illustrate be a weekly series of insightful perspective that put news event and current affair into historical context use graphic generate with artificial intelligence .,"gaza, genocide and the world’s most heinous crime"
israeli prime minister benjamin netanyahu be oppose to plan announce by the military to hold daily tactical pause in fight along one of the main road into the besiege and bombard gaza strip to facilitate aid delivery into the palestinian enclave .,netanyahu opposed to israeli military ‘tactical pauses’ for gaza aid
nan,"israel pounds northern gaza, months after declaring hamas dismantled"
"israel 's military operation in gaza 's southern city of rafah have set ceasefire negotiation with hamas "" backward "" , mediator qatar have say , add that the talk have lose steam .",gaza ceasefire deadlocked as israel’s rafah attacks set talks ‘backward’
"staff at australia 's national broadcaster warn that its coverage of the war in gaza rely too much on israeli source and use language that "" favour the israeli narrative over objective reporting "" , internal communication reveal , shed new light on bias claim that convulse the outlet .",abc australia staff’s concerns over pro-israel bias revealed
student at a university in northern england be stage a sit - in to call for the suspension of a jewish chaplain who have serve in the israeli army during the war on gaza .,uk students call on university to suspend rabbi who served in israeli army
nan,bodies recovered from gaza’s al-shifa hospital after two-week israeli raid
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: ‘over 1 million’ flee rafah as israel attacks
a senior united states diplomat have meet israeli leader and will later visit lebanon as part of a push by washington to defuse tension between israel and hezbollah .,us envoy meets with israeli leaders as tensions with hezbollah escalate
"madrid , spain – huge palestinian flag be hang on campus across spain as thousand of student protest against israel 's war in gaza .",support from lecturers and no arrests as spanish students protest for gaza
palestinian president mahmoud abbas have appoint his longtime economic adviser mohammed mustafa to be the next prime minister in the face of we pressure to reform the palestinian authority as part of washington 's post - war vision for gaza .,palestinian president abbas appoints mohammed mustafa as prime minister
"an attack on a humanitarian convoy , kill several foreign aid worker . the destruction of a hospital with hundred kill inside . an air raid on a consulate in a foreign country .",western allies face genocide complicity if support for israel continues
"south africa have ask the international court of justice ( icj ) to order israel to withdraw from rafah as part of additional emergency measure over the war in gaza , the united nations 's top court say .",south africa asks icj to order israel to withdraw from gaza’s rafah
"qatar 's prime minister have say doha be re - evaluate its role as a mediator in negotiation aim at bring about a ceasefire in gaza and the release of israeli captive , add that some party have use the mediation for "" narrow political interest "" .",qatar ‘re-evaluating’ role as mediator in israel-gaza truce talks
nan,israel orders rafah evacuation after night of intense bombardment
"the beauty of gaza be that our voice do not reach it . nothing distract it ; nothing take its fist from the enemy 's face . gaza be devoted to rejection … hunger and rejection , thirst and rejection , displacement and rejection , torture and rejection , siege and rejection , death and rejection … ""","‘the war will end’: remembering mahmoud darwish, palestine’s poetic voice"
"critic of the increase integration of israeli military technology and tactic into united states "" cop city "" say the exchange lead to a more militarised approach to urban policing . activist and organiser say this shift impact civil liberty and perpetuate systemic racism against marginalise us community . they say police exchange programme promote aggressive method from conflict zone , while simultaneously divert fund from essential social service .",how the us is using israeli military tactics on marginalised communities
"student protester in the united states have vow to continue demonstration against israel 's war on gaza , despite the arrest of dozen of protester at the university of texas at austin ( ut austin ) , the university of southern california ( usc ) , georgia 's emory university and boston 's emerson college .","students vow to continue gaza protests after california, texas arrests"
"messina , italy – pile of court document in english and arabic fill the desk and cover the floor of triestino mariniello 's home office for much of march in messina , a city in southern italy overlook mediterranean water on one side and the smoking etna volcano on the other .","in italy, a palestinian lawyer who fled gaza builds israel genocide case"
"israeli force have attack humanitarian aid convoy and building in the gaza strip at least eight time since october despite be give coordinate to ensure their protection , human right watch ( hrw ) have say in a new report .",israeli forces attacked ‘known aid worker locations’ in gaza: rights group
nan,israel’s war is depriving gaza’s students of an education
"donald trump , the former us president and republican candidate in november 's election in the united states , have warn israel it be lose international support and should "" finish up "" its war in gaza .",donald trump says time for israel to ‘finish up’ gaza war
"as israel 's bombing campaign continue in gaza and the humanitarian crisis deepen to catastrophic level , the biden administration have not waver in its support for israel .",‘the night won’t end’: biden’s war on gaza
"for year , israel and turkey have be crucial trade partner .",how effective is turkey’s ban on trade with israel?
sweden have say it be resume aid to the cash - strap united nations agency for palestinians with an initial disbursement of $ 20 m after receive assurance of extra check on its spending and personnel .,sweden resumes aid to unrwa as israel steps up gaza attacks
nan,nakba remembered: what is the right of return?
united states president joe biden have defend israel against war crime charge in the world 's top court .,‘no equivalence’: biden defends israel after icc requests arrest warrants
"israel have kill more than 13 , 000 child in gaza since october 7 while other be suffer from severe malnutrition and do not "" even have the energy to cry "" , say the united nations child 's fund ( unicef ) .","over 13,000 children killed in gaza, others severely malnourished: unicef"
yemen 's houthis have damage an oil tanker and down another mq - 9 reaper drone of the united states as they promise more attack in opposition to israel 's war on gaza .,"yemen’s houthis damage oil tanker, shoot down us drone"
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: ‘more than 30’ killed in rafah strike
this live page be now close . you can continue to follow our coverage of the war in gaza here .,"israel’s war on gaza updates: unrwa in ‘unprecedented crisis’, says chief"
nan,the take: gaza’s starvation looms over biden’s state of the union address
"in a fast - expand global battleground , enabler and opponent of israel 's genocidal assault on gaza be face off in an unusual landscape : courtroom . over the past six month , lawyer , activist , organisation and state who believe that international law and convention that prohibit genocide actually mean something and must be implement have submit an unprecedented number of lawsuit and motion to national and international court .",watching the watchdogs: the media downplays a big legal story at its peril
"israeli official have strike a defiant tone after us president joe biden warn that the united states would not provide weapon for a full - scale ground assault on the southern gaza city of rafah , where hundred of thousand of displace palestinians be hem in with no safe way to leave .",‘fight with our fingernails’: israel’s netanyahu defies us weapons warning
"over the past few month , the international criminal court ( icc ) under the leadership of prosecutor karim khan have come under heavy criticism for not take any concrete step to prosecute the crime of genocide in gaza .",the icc can no longer ignore the genocide in gaza
"medan , indonesia – ordinarily during the holy month of ramadan , entrepreneur putra kelana break fast with his family and friend at several different food outlet across his city in north sumatra .","in indonesia and malaysia, boycotts hammer mcdonald’s, starbucks"
this live page be now close .,updates: icj rules against imposing measures on germany over israel aid
"as israel 's war on gaza continue for a seventh month , kill more than 34 , 000 palestinians and 200 humanitarian worker , the united states just approve roughly $ 15bn in military aid to israel . but be this transfer of weapon against both domestic and international law ?",arming genocide? new report documents use of us arms in israeli war crimes
nan,us state department official challenged on israeli army human rights abuses
"palestinian authority president mahmoud abbas say only the united states could stop israel from attack the border city of rafah in gaza , add that the assault , which he expect within day , could force much of the palestinian population to flee the enclave .",palestinian president abbas says only us can halt israel’s attack on rafah
us secretary of state antony blinken have urge israeli official to improve the facilitation of humanitarian aid supply to gaza amid warning from the united nations and aid agency of a loom famine in part of the war - ravage palestinian territory .,us increases pressure on israel over gaza aid as truce talks continue
nan,the take: how do the hungry mark eid al-fitr in gaza?
"the grow protest effort against israel 's war on gaza have now spawn a cyberspace movement that have erupt in the past few day , target celebrity who be see as be insensitive towards , or even supportive of , the death and destruction in the palestinian enclave .",why are social media users blocking celebrities over israel’s gaza war?
palestinians in the gaza strip and the occupy west bank be mark a sombre eid al - adha as the israeli military continue its deadly attack more than eight month after the start of the war .,palestinians ‘in mourning’ as muslims mark eid al-adha
"early this month , across england and wale , people go to the poll in local and mayoral election in what be see by many as a trial run for the next united kingdom general election expect later this year .",its weakness on gaza may cost uk labour a majority in the next election
iran have vow retaliation for an israeli attack on its consulate in damascus last monday .,how will iran respond to israel’s attack on its damascus consulate?
nan,what’s happened in gaza since icj ordered israel stop rafah assault?
"tehran , iran – iranian armed force have seize a container ship near the strait of hormuz amid rise tension across the region after a deadly israeli attack on iran 's consulate in syria .",iran’s irgc seizes ‘israeli-linked’ ship near strait of hormuz
human right group be urge we president joe biden 's administration to oppose threat against the international criminal court ( icc ) after its chief prosecutor 's decision to seek arrest warrant against israeli official draw ire in washington .,israel’s war on gaza: rights groups urge biden to oppose threats to icc
"german - israeli activist iris hefet be arrest for the first time in berlin just a few week after the start of israel 's war on gaza last october – for hold a sign which read , "" as a jew and israeli , stop the genocide in gaza "" .",‘we jews are just arrested; palestinians are beaten’: protesters in germany
"israeli settlement in the occupied palestinian territory have expand by a record amount and risk eliminate any practical possibility of a palestinian state , the united nations right chief warn .",israeli settlement expansion in palestinian areas amounts to war crime: un
nan,drone video shows total destruction in former gaza ‘safe area’
"hebron , occupy west bank – ishaq qafisheh steer his wheelchair around the ibrahimi mosque , rest his trusty crutch on his shoulder as he roll along . that crutch have be a lifelong companion since he be strike with polio as a small child .",this hebron grocer won’t let israeli shutdowns stop him
"palestinian medics and right advocate have denounce the killing of a top medical official in gaza by the israeli military , accuse israel of systematically target the health system in the besiege enclave .",israel air raid on gaza clinic kills senior palestinian health official
"rubymar , the belize - flag , british - own cargo ship that be badly damage in a houthi attack in february , have almost completely sink into the red sea , cause an oil slick and prompt serious concern about environmental damage to the surround water and their coral reef .",could houthi-sunk ship rubymar spell eco-disaster for the red sea?
nan,gaza drone video shows killing of palestinians in israeli air attack
this live page be now close . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 83 killed in unrelenting israeli attacks
the chasm between arab population ' demand for more decisive response to israel 's genocidal war on gaza and the shameful silence and implicit complicity of many of their leader have yet again expose the decade - old trend of authoritarian arab regime exploit public support for the palestinian cause for political gain – a trend that be currently be spearhead by none other than tunisia 's dictatorial president kais saie .,tunisia’s saied is a hypocrite on palestine
"at least two people have be kill and several other wound after an israeli air strike hit the courtyard of the crowded al - aqsa hospital in deir al - balah in central gaza , palestinian authority say .",aftermath of an israeli air strike on gaza’s al-aqsa hospital courtyard
"ireland , norway and spain have recognise palestine as an independent state .","ireland, norway and spain recognise palestine. what has that changed?"
"turkish president recep tayyip erdogan have urge palestinians to unite amid israel 's war in gaza , follow hour - long talk with hamas chief ismail haniyeh in istanbul , accord to his office .",turkey’s erdogan urges palestinian unity after meeting hamas chief
"on friday , us president joe biden outline a ceasefire proposal for the war in gaza . the plan be comprise of three stage in which israel and hamas would negotiate an exchange of captive , an eventual permanent cessation of hostility and rebuilding of home and public facility .",there is a measure of desperation in biden’s ceasefire plan
"palestinian group hamas have say it remain committed to achieve an agreement with israel to end the war on gaza , but only if its condition include a last ceasefire be meet .",hamas ‘serious’ about captives’ release but not without gaza ceasefire
nan,delegates walk out of un meeting during israel speech
the canadian government have announce it will impose sanction on four israeli settler in the occupied west bank as settler violence against palestinians surge during israel 's war in gaza .,canada sanctions israeli settlers as attacks on palestinians skyrocket
"we senator chris van hollen say it be time for the biden administration to tell israel , "" if you continue to ignore we , there will be consequence . """,will israel be allowed to continue its gaza starvation strategy?
"us president joe biden have condemn the iranian drone attack on military facility in israel , reiterate washington dc 's "" ironclad "" support and a coordinated group of seven ( g7 ) diplomatic response , even as report start to emerge that he be also seek to de - escalate the situation .","biden vows g7 response, ‘ironclad’ us support for israel after iran attacks"
"israel have kill a senior hezbollah commander in an air strike in southern lebanon , the israeli military have say .",israeli military says it killed hezbollah commander ismail al-zin
turkey say it will impose restriction on export to israel until there be a ceasefire and increase aid in the gaza strip after the israeli government refuse to allow it to airdrop aid over the besiege and bombard territory .,turkey restricts exports of 54 products to israel until gaza ceasefire
"hezbollah have say it launch dozen of rocket at kiryat shmona , an israeli border town , in response to israeli strike on lebanon 's southern village of al - habbariyeh that kill seven people .",hezbollah launches rocket barrage after israeli strikes on lebanon kill 7
"washington , dc – a gaza - focus campus protest movement in the united states have highlight a generational divide on israel , expert say , with young people 's willingness to challenge politician and college administrator on display nationwide .","generation gap: what student protests say about us politics, israel support"
"israel look ready to escalate its devastating war on gaza after station troop and vehicle at nearby army basis and outpost just outside the enclave , accord to satellite imagery obtain and assess by al jazeera 's sanad verification unit .",satellite images show israeli forces gathered for gaza escalation
"the united states military have announce it have reinstall a temporary aid pier in gaza that have be damage in bad weather , say humanitarian assistance will flow through the float dock in the "" come day "" .",us re-establishes gaza aid pier damaged in bad weather
"through eight month of war in gaza , the issue of the hostage have obsess the israeli public above all else but the dramatic operation to rescue four israelis hold captive in gaza last week – which result in a massacre of more than 270 palestinians – have reveal that a ceasefire deal remain the good option to secure their safe return .",netanyahu’s hostage dilemma
police have arrest at least 25 pro - palestinian protester and clear an encampment at the university of virginia ( uva ) as campus across the united states brace for more turmoil during graduation ceremony .,dozens arrested in us campuses in another weekend of pro-palestine protests
"pro - palestinian protester have block major road in the state of illinois , california , new york and the pacific northwest , temporarily prevent travel into some of the united states 's most heavily use airport , onto the golden gate and brooklyn bridge and along a busy west coast highway .",pro-palestinian protesters paralyse roads in us cities over war on gaza
"washington , dc – chant of "" free palestine "" be interrupt by ululate and cheer as dozen of georgetown university student arrive at a protest at the neighbouring george washington university ( gw ) campus in the heart of the us capital city .","blocks from the white house, us students stand steadfast with gaza"
"austin , texas – "" it do not feel real . "" that be how alishba javaid , a student at the university of texas at austin , describe the moment when she see roughly 30 state trooper walk onto the campus lawn .","in texas, pro-palestine university protesters clash with state leaders"
"here be how thing stand on thursday , march 21 , 2024 :","is­rael’s war on gaza: list of key events, day 167"
"here be how thing stand on saturday , march 23 2024 :","is­rael’s war on gaza: list of key events, day 169"
""" I will not use my medical knowledge to violate human right and civil liberty , even under threat . "" this be a line in the physician 's pledge adopt by the world medical association in 1948 , which guide the work of doctor around the globe .",action must be taken on alleged complicity of israeli doctors in torture
three son and four grandchild of hamas political leader ismail haniyeh be assassinate in gaza on wednesday .,what has allowed israel operate an assassination policy for decades?
nan,video shows kamala harris heckled over gaza during jimmy kimmel talk show
