0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
6.1132026,0.57194823,-0.8014359,-0.218136,2.1698432,1.3873239,-3.5442412,-0.093764886,0.31024235,1.9114319,0.34484917,-1.5616257,-0.5254888,-0.38685334,0.24716154,0.58712107,-1.308073,1.1430947,0.20285663,-0.7254222,1.16588,0.19083129,0.65695655,0.7065907,-0.17902407,-0.35364348,0.5919412,-0.80613786,0.9377246,0.0810135,-0.52751154,0.14287657,0.94367427,-0.92755014,0.8414315,-0.9892529,-0.4354693,0.46066678,-0.20027691,-0.38113716,-0.08128723,0.29766566,-0.4627064,1.0354952,-0.17790534,0.63520265,-0.26284596,-0.373053,0.1365458,0.5723312,0.14668386,0.5484017,-0.14303817,0.71233296,-0.6535449,1.3846173,0.08718932,0.3882891,-0.040253647,-0.0991933,-0.13220778,-0.13259831,0.13516088,-0.7172182,0.04220672,-0.19528867,0.30178705,-0.12327065,-0.28564996,0.43199894,-0.17362376,0.50989294,-0.11496456,-0.07798401,0.5906439,0.2362136,0.023585923,0.28659692,0.17577606,-0.116408825,-0.68934274,-0.07398996,-0.061643597,-0.6319749,0.18292604,-0.19968602,-0.054060385,0.0123910485,-0.20334661,0.2381257,-0.47944438,0.054823272,0.13220704,0.17368905,0.16422577,-0.21104805,-0.46203777,0.089849345,0.14730556,0.50617886
-0.48642874,2.5282378,2.2727187,-2.4615295,2.868155,-1.0122067,-2.726705,1.6683612,-0.16266711,0.306968,-0.9640994,0.65644467,-0.08273151,0.70649064,-1.8318523,1.1313415,-0.3929793,0.41411224,0.2929652,-0.5439192,-0.15538232,-0.56343514,-1.2178067,-0.026616575,-0.44016364,0.071126945,-0.53915703,-0.1611249,-1.0215995,0.114159465,0.19411533,0.3332929,1.3254007,1.178363,0.59517765,0.37079418,-0.7125972,-0.23826009,0.036278617,0.11712114,0.6165114,-0.35586736,0.07447511,0.7613939,0.10817297,0.035565417,1.0400066,-0.74682015,0.15844451,0.09087408,-0.18139705,-0.19696118,-0.24570787,-0.26380473,0.5106038,-0.7349319,0.24144584,-0.22017114,-0.16347256,0.45208588,0.13575478,-0.49686468,0.11287434,-0.33398777,-0.3962184,0.06247175,-0.016552296,0.15771805,-0.30917582,0.002138742,0.33938625,-0.052932397,-0.36500552,0.16917102,-0.17054561,0.3262028,-0.051757645,-0.43580192,0.109052464,-0.032894816,0.12053613,0.6907453,-0.12360824,-0.099765964,-0.08836469,0.20094225,-0.2603578,0.4110618,0.30063826,-0.46923625,-0.24952358,0.168548,-0.21177238,-0.110520825,0.17741299,0.0077505577,0.41298252,0.21315676,-0.2054889,-0.06489422
2.7188945,-0.6645883,-3.6665132,-3.5675325,-1.1861953,-5.404366,2.3325794,-1.0757897,0.26938403,-4.6836276,-1.7998797,0.26527458,1.6789136,-0.07964009,0.43074754,1.910697,-2.6095083,0.35967487,-1.5124394,4.0429926,2.1717842,0.23686138,-0.31175932,1.3059629,1.8863912,0.8000748,1.8541934,0.401027,-1.6236378,0.6631106,-0.035947323,-0.4214544,-1.2948688,0.9430542,0.005822632,0.9486977,1.3881859,1.3978046,1.1586204,-0.30138883,1.0899006,-0.20639756,0.21780866,-0.29081452,0.18088317,-0.20349638,-0.25670773,0.16422963,0.1883817,-0.46441734,-0.0404871,-0.4055839,-0.11272249,0.39185587,-0.41866577,0.41149172,-0.51208484,-0.31845036,-0.5973636,-0.76788414,0.18218996,-0.5409278,0.56765765,0.48508656,-0.87434775,-0.59437335,-0.2252337,0.45889193,-1.0000178,-0.4803888,0.08640371,0.16470727,-0.38550046,-0.011483745,-0.6326166,-0.12006284,0.14905763,1.1494168,-0.7096931,0.19351757,0.37675413,-1.0550689,-0.0077892398,-0.30193582,-0.22915123,0.30814216,0.24297781,-0.48701817,-0.2612538,-1.2362007,-0.29287302,0.07857448,-0.1250866,-0.65941614,0.29902774,-0.19344024,0.651528,0.19496143,0.1240503,-0.8341136
-4.961834,-3.5367622,2.8824804,-1.2701812,2.9795656,0.32050997,0.5854999,-0.6008388,0.2626335,-4.0497246,0.85382676,1.3179326,0.5417357,0.36672303,0.60493386,0.09787503,0.15975209,0.28699458,0.93635076,-0.91254824,0.5845401,0.16442508,-1.2913439,1.1662642,-0.13342653,-0.098949604,-0.75445914,-0.9238825,-0.9557518,0.011656655,-0.721699,-1.2789773,0.1556452,0.2872108,-0.01650005,0.6555529,0.305346,0.064314306,0.3494056,-0.16726604,1.0715464,-0.32844967,-0.6475217,0.047589164,-0.4432559,-0.46444905,0.00018773616,0.2823128,-0.22346893,0.27871552,-0.46996018,0.49895334,0.9184253,0.09061613,-0.16170524,0.5049699,-0.2763785,-0.49390113,-0.44533613,-0.108236924,-0.75747645,0.15331288,-0.19929531,-0.045985263,-0.10758588,-0.052578185,0.26997203,-0.12179505,0.7031401,0.120614596,0.19266878,0.30503204,-0.050695553,-0.306186,0.23381515,-0.07338299,0.21569172,0.16363002,0.34651682,0.030811537,-0.41988385,-0.36844358,-0.0993844,0.5486538,-0.5470444,0.45735902,-0.05572838,0.3691724,0.24024159,-0.4553975,0.03797446,-0.2741862,-0.2719954,0.11415992,0.1944123,-0.38760012,-0.17276974,-0.08128463,0.36754444,0.48893452
-1.367776,1.5130737,2.1419194,0.18638015,-1.8497919,-4.02176,0.8251578,0.6622039,-1.2790208,-1.7410992,0.9578993,-0.9345356,1.750164,2.7829933,-0.20172264,-2.6628425,2.334567,0.13570589,-1.8945163,1.1624571,-2.2931485,1.3925556,0.5409991,1.841435,0.63007265,-0.901804,-2.1521175,0.3122611,-0.22965534,1.5074118,0.7148843,0.72995466,-0.05283878,-0.9436305,1.6477127,0.040486153,0.40178323,-0.74283075,-0.20020576,-0.6688551,0.9627888,-0.054280013,-0.37827724,0.7345554,-0.1500342,1.1223183,0.9427241,0.5031892,-0.6300455,0.36820865,0.7055007,1.9934318,0.72552025,0.50702566,-0.71415037,1.1107786,1.1955096,1.2367102,-0.11350218,-0.16097037,-0.5580051,0.06567583,0.10578155,-1.0555975,-0.78927714,0.9176413,0.071497686,-0.30889243,-0.7560892,0.93745035,1.2010983,-0.5502077,0.538161,-0.399095,-0.27510387,-0.55301756,1.265735,1.1450173,0.7014418,-0.4978863,-0.16928756,-0.39671594,0.34963644,0.7399999,0.5111325,0.6319826,-0.030045824,0.3439397,-0.14798355,-0.711342,-0.22610863,-1.0448041,-0.3468215,-0.05185848,0.05846017,0.64868456,0.6465672,-0.09580627,-0.11596409,-0.8673239
3.0548503,-2.147578,1.836964,-3.1821103,-0.3719259,0.11593306,3.3432136,2.047148,0.87623245,-1.351573,-1.1545558,1.5461153,-0.5024931,1.8396698,0.028665492,-0.55809826,-0.79143757,0.5667723,1.9257896,0.06499333,0.7520644,-0.39973387,-1.2119719,0.59709585,0.86206055,0.003389553,0.34490213,-1.2449208,-0.29292732,0.065620445,-0.96558166,0.021612806,-0.847262,-0.44745308,0.059513673,-0.73139507,-0.57696813,0.67969775,-0.16349699,0.8134797,0.13220504,0.12977955,-0.016189622,-0.70747626,-0.25597197,-0.34492937,-1.0122104,-1.0372013,-0.18584564,0.83206683,-1.1088306,-0.41632622,-0.10781776,1.1590686,0.21401441,0.117907055,0.85130113,0.05772988,0.20491138,-0.15282512,-0.33710772,-0.70203406,0.742528,-0.5570565,0.17014451,-0.626784,0.4179751,-0.2748666,-0.1783885,-0.0035388523,-0.26969174,-0.005984028,-0.0020755203,-0.3776126,-0.5994655,-0.64957637,-0.3220436,0.20759414,-0.46886462,-0.099097066,-0.023556013,0.26517093,-0.1330052,-0.06659209,0.7158448,0.25389048,0.028253317,0.26685274,0.17772914,-0.3011176,0.07209052,-0.12036178,-0.003339838,-0.110721506,-0.0720249,-0.59424525,-0.5418431,0.1964178,0.046022084,-0.4060434
-4.8613,-7.159652,-0.7806368,2.8866348,-3.4395785,-4.939112,0.46131572,-1.28646,1.7717621,-1.8369803,-0.41645718,0.6981071,-0.14958231,-0.3010756,-1.1391585,1.9229084,1.0846019,0.08327053,0.49488714,-0.95591414,-0.8713832,-0.9523194,1.8298169,1.3083867,0.9520434,-0.77236444,1.0934516,1.1523055,1.0190308,1.0316281,-0.4738835,-0.51936716,0.29147348,0.38195077,0.60833305,0.051648077,0.5206369,-0.9627328,-1.4041407,-0.17320243,-1.005543,1.7834423,0.7166804,-0.42296475,0.37331274,-1.095482,0.33773986,0.22780518,-0.21987928,-0.06422132,-0.4365163,0.7769957,-0.56106514,0.0016318477,-1.0083505,-0.07179335,-0.29845238,0.80911213,0.0051422846,0.87927514,-0.20335989,0.5411941,-0.07478979,0.42386737,0.10311147,-0.5068922,0.79532933,0.7187551,-0.050186004,-0.08079142,-0.2010993,0.31130147,-0.8720407,1.4642708,0.91834533,0.10612039,-0.08330281,-0.83534586,0.21921504,0.31923494,1.0475351,0.22332829,0.037968673,-0.063889235,-0.7169724,-0.23797229,0.1547712,-0.18959032,0.36402828,0.39243373,0.6165704,0.5917806,-0.019992415,-0.22110702,0.4201269,-0.1382541,-0.13508937,0.8989262,-0.41868988,-0.27298817
1.9169102,4.5066347,2.1326025,2.3948083,1.3769813,1.1518266,-1.443863,1.176965,0.92621267,-0.25588995,0.9652139,0.67827046,-1.0345759,0.11813826,0.5449753,0.8425459,1.1076869,-0.97570825,-1.3721721,-0.69416153,1.7138178,0.9258666,0.17138591,-1.5430113,0.31179994,0.2871288,-0.6149028,0.28956136,1.3950616,-0.32865143,0.39905807,-1.2683375,1.2838314,1.0953251,0.17900203,-0.6155775,0.05720668,1.0125332,-0.39707,0.45186472,0.41744527,-0.09181134,0.8028748,0.47930005,0.31599134,0.3779761,0.097244695,0.84910464,-0.13097174,-0.30136412,0.22827083,-1.1688379,-0.32772312,0.78476745,0.16104624,-0.120313056,-0.6391238,-0.19274862,0.74373126,0.12745503,-0.5963214,0.5346828,0.6139793,0.03881162,-0.46718162,0.23765726,-0.13192344,-0.012611559,-0.26356715,-0.22947673,0.30676994,-0.51314515,-0.49895525,-0.029784128,0.5907271,-0.12517922,0.13480374,0.13465847,-0.41144797,-0.3324887,-0.28456795,-0.183869,-0.058822542,0.49759656,0.13689405,0.02803335,0.17767505,0.09520604,0.30206504,0.25425282,0.12777713,0.24261661,0.21091314,0.09955293,0.02424938,0.0006541534,-0.027532792,0.5653856,-0.030444838,0.16000105
-1.2921783,-3.9742472,0.34439602,-2.9282176,-1.967662,-6.0949526,-3.602587,0.65352863,1.6409757,-1.1834881,-0.837351,-1.3719652,-1.35333,-0.83253056,-1.5043527,-0.5549866,-0.5216268,1.0852342,-0.30813882,0.15777507,0.8009877,-1.1138873,0.31206462,-0.3109661,-1.7175325,0.03634612,-0.43996406,-0.08137029,0.66311824,0.14543834,-0.5319119,0.24157673,-0.36560228,0.3807491,-0.58837676,-1.1320155,-0.3032648,0.65821236,0.251107,0.47681952,0.21917917,1.2886527,-0.22435883,0.109544784,-0.7614045,-0.57489765,-1.0939553,-0.9824661,-0.3298465,0.0735739,0.46152952,0.6308985,-0.41387698,0.6281396,-0.112066165,0.027017405,0.7587854,-0.5675998,-0.2855431,0.7067326,-1.1257042,-0.57854396,-0.7266138,0.20940435,-0.24648552,-0.09961679,-0.24847351,0.37606156,0.168253,0.058359466,-0.4350978,-0.6699234,-0.5972377,0.21567352,-0.087221235,0.119347505,0.118391745,0.18596731,-0.008479095,0.3198782,-0.17663072,0.09910294,-0.39544797,0.6314072,-0.3564917,0.40093246,-0.143457,0.10507671,-0.0063830544,-0.36082432,0.6223779,-0.053393442,0.11341771,0.19345616,0.21480225,-0.09628773,-0.55012053,-0.037570707,0.23113485,0.27624482
5.3545833,4.405995,1.1343743,2.4537568,-2.378347,1.0237582,-0.1501287,1.0075547,2.0262516,-0.9989124,1.3454744,1.0555131,1.6873024,-1.8457872,-1.0621413,0.78006566,0.14516155,-1.1014546,-0.2800034,-0.42044672,0.35360444,0.22269735,-0.39192393,0.0007884159,0.9063153,-0.0645126,-0.6258182,-0.6518174,-1.452236,-1.1327116,0.13055262,0.055441227,-0.9099759,-1.1061184,0.035615146,-0.16493632,-0.4971404,0.37822387,-0.19320005,-0.25196978,-1.2167814,0.14225097,0.64617056,0.09148564,0.32580975,-0.29998332,0.77087307,0.3497764,0.20824169,0.45628378,0.34670958,-0.33944774,0.11036979,0.5208264,0.3399632,0.049931113,0.79668814,0.1643999,0.26984328,0.15656169,0.073466,0.004382325,-0.15000542,-0.25152326,0.47454116,-0.6326852,-0.72596925,-0.17361507,0.444778,0.082313456,-0.29866916,-0.7547202,0.14297003,0.50066304,0.3712028,0.15153837,0.023929838,0.15807189,-0.19073907,-0.44493645,-0.4976424,-0.068596534,-0.38887835,0.07330049,-0.12327292,0.15359336,-0.1100479,-0.122443564,0.2350766,0.24824624,0.22955726,0.3095092,0.31205565,-0.075761914,0.023758588,0.19995296,0.09596963,0.6152577,0.38180646,0.23678812
