text,title
"after more than five months of fighting and five vetoed draft resolutions , united nations security council ( unsc ) members on monday successfully passed a resolution calling for an immediate ceasefire between israel and hamas in gaza .",will the un ceasefire resolution stop israel’s war on gaza?
"washington , dc – dozens of faith , civil rights and progressive groups in the united states have expressed solidarity with university students protesting against us support for israel amid the war on gaza .",us advocacy groups back palestine solidarity campus protests amid gaza war
"here's how things stand on monday , march 25 , 2024 :","is­rael’s war on gaza: list of key events, day 171"
"nearly 21 , 000 children are missing in gaza , british aid group save the children has claimed .","over 20,000 children buried, trapped, detained, lost amid gaza war: report"
"berlin – "" we are witnessing a great endangerment of academic freedom – and this has started since the beginning of israel's war on gaza , "" says cecilia , an undergraduate student at berlin's free university .","punched, choked, kicked: german police crack down on student protests"
"israel's war on gaza rages on , now in its sixth month , causing mass devastation and resulting in the deaths of more than 31 , 000 palestinians , mostly women and children . with mounting humanitarian crises , jewish groups across the world have rallied in large numbers to denounce israel's actions and policies .",is this a watershed moment for jewish solidarity with palestinians?
israeli prime minister benjamin netanyahu says israel will not leave civilians trapped in rafah when its forces begin a long - feared assault on the southern gaza city where more than a million palestinians have taken shelter .,"netanyahu repeats rafah assault threat, says civilians won’t be ‘locked in’"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 50 bodies recovered from jabalia refugee camp
"as israel's war on gaza keeps raging , the chief prosecutor of the international criminal court ( icc ) has requested arrest warrants for israeli prime minister benjamin netanyahu and defence minister yoav gallant for war crimes and crimes against humanity . the prosecutor , karim khan , has taken the same actions against three hamas leaders .",former icc chief prosecutor: ‘netanyahu is afraid’
nan,‘i just want to stay alive for my mother’ says boy in gaza
"washington , dc – when heba mohammad , a 32 - year - old organiser in milwaukee , wisconsin , first became involved in democratic campaigning in the mid - 2010s , she hoped that shifting public attitudes towards palestine would soon be reflected in the party at large .",how wisconsin advocates hope to use ‘uncommitted’ votes to pressure biden
nan,‘all eyes on rafah’ ai-image goes viral on social media
"after months gathering evidence , international criminal court ( icc ) chief prosecutor karim khan has applied for arrest warrants against top israeli and hamas leaders .",is the icc going to issue arrest warrants for israel and hamas leaders?
hamas chief ismail haniyeh has discussed the latest israeli proposal for a truce in gaza and an exchange of captives for prisoners with egyptian and qatari mediators .,"hamas chief haniyeh discusses gaza truce talks with egypt, qatar officials"
united states president joe biden has faced months of growing pressure to stop sending weapons to israel as the us ally wages war in the gaza strip .,what did biden say about us arms transfers to israel and what does it mean?
"tel aviv / west jerusalem – in 2015 , maya , a jewish israeli , travelled to greece to help syrian refugees . at the time , she was an exchange student in germany and she had been deeply moved by the pictures she saw of desperate people arriving there in small boats .","israel’s ‘anti-zionists’ brave police beatings, smears to demand end to war"
"mass graves , crippled hospitals , thousands of civilian deaths and near total destruction of infrastructure haunt gaza as israel's war on the besieged palestinian coastal enclave entered its 200th day on tuesday .",in numbers: 200 days of israel’s war on gaza
a three - ship convoy has left cyprus's larnaca port headed for the gaza strip with nearly 400 tonnes of food and other supplies as people continue to die from hunger in the enclave amid israel's ongoing war .,aid ships with nearly 400 tonnes of food depart cyprus for gaza
"maysoon al - nabahin squeezes out the last bit of cartoned cheese onto a freshly baked piece of bread , knowing it will be the only thing her family of eight will eat that day .",‘they scream in hunger’ - how israel is starving gaza
"when former guantanamo detainee asadullah haroon looks at pictures of palestinians being held in israeli prisons , the memories of his own abuse and torture in united states detention centres come flooding back .",‘happening again’: guantanamo victims say israel using ‘us-style’ torture
"turkish president recep tayyip erdogan told greek prime minister kyriakos mitotakis that there were "" no unsolvable problems "" between their countries as the leaders met in ankara .","turkey’s erdogan meets greek pm, sees ‘no unsolvable problems’ in ties"
nan,displaced 12-year-old boy becomes gaza’s youngest medic
the head of israel's military has said the country would respond to iran's weekend attack as several western countries urged israel to avoid an escalation of the conflict in the middle east .,israel army chief pledges iran response as western countries urge restraint
israeli defense minister yoav gallant has rejected a french initiative aimed at defusing the growing tensions between israel and hezbollah as fears of an all - out war between the two sides grow .,israel’s gallant rejects french initiative to defuse lebanon tensions
has the un really said fewer people were killed by israel in gaza ?,did the un really say israel has killed fewer people in gaza?
"israel has said it will reopen the beit hanoon ( erez ) crossing with northern gaza for aid , hours after a warning from united states president joe biden for it to take steps to protect civilians and humanitarian workers following the israeli military's strikes on a food charity's team .",israel to ‘temporarily’ reopen north gaza crossing for aid after biden call
nan,"‘liars!’, israeli official heckled at icj genocide hearing"
nan,knesset passes a law that could shut down al jazeera in israel
nan,videos of malnourished children show gaza’s forced starvation crisis
"iran's supreme leader has condemned israel and the west over "" crimes "" in gaza during ramadan in an eid al - fitr speech that also promised retaliation for the attack on the iranian consulate in syria .","iran’s khamenei blasts israel, west for ‘bloody’ gaza war in eid speech"
"united states lawmakers are expected to vote on saturday evening on three military aid packages for ukraine , israel and other allies in the asia pacific region .","us congress to vote on aid for ukraine, israel, taiwan: what’s the deal?"
haitham kaabna and his family were terrified when dozens of israeli settlers stormed their village of tajamaa al - murajaat in the occupied west bank on october 13 .,us penalties aren’t stopping israeli settler attacks on palestinians
"former united states president donald trump has claimed that pro - palestinian protests on university campuses are more hateful than the infamous 2017 white nationalist rally in charlottesville , virginia .","white nationalist rally ‘nothing’ compared with gaza protests, trump claims"
nan,wartime eid begins for palestinians in gaza
"beirut , lebanon – after israel killed at least one person in an attack on baalbek , its second attack on eastern lebanon since october 7 , a reported 100 rockets were fired from lebanon into israel , triggering sorties by israeli fighter jets attacking various locations in lebanon .",is israel hoping to escalate hostilities with hezbollah in lebanon?
the un special rapporteur for the occupied palestinian territories has accused israel of carrying out genocidal acts in gaza in a report .,what’s in un expert’s report describing israeli ‘genocide’ in gaza?
nan,israeli bombardment targets more residential areas in rafah
"hezbollah said it has fired "" dozens of rockets "" at israeli artillery positions in response to the israeli military's strikes in southern lebanon , in one of its largest assaults since the start of the war on gaza .",lebanon’s hezbollah fires ‘dozens of rockets’ at israeli positions
nan,israel kills dozens in attack on rafah refugee camp
"the united states has greenlighted the transfer of billions of dollars worth of bombs and fighter jets to israel , the washington post reported , even as it publicly expresses concerns about the long - threatened israeli invasion of gaza's rafah and the rising civilian casualties in the enclave .","us approves bombs, jets for israel amid threat of offensive in gaza’s rafah"
"thousands of mostly ultranationalist israelis have taken part in an annual march through a palestinian neighbourhood in jerusalem's old city , with some marchers chanting "" death to arabs . """,photos: ultranationalist israelis march in palestinian area of jerusalem
nan,the take: signs of torture and executions uncovered in gaza’s mass graves
"israel's war on gaza rages on with the death toll at more than 35 , 000 palestinians and climbing . prime minister benjamin netanyahu's government is facing growing internal friction over the way forward in the war . many of the coalition's far - right members have urged the prime minister to ignore growing international pressure to rein in israel's onslaught on the territory .",israeli far right sees victory as ‘ultimate annihilation of the gaza strip’
the palestinian civil defence in gaza says the death toll from an overnight israeli attack on the tents of displaced palestinians in rafah has risen to 45 as the attack sparks condemnation across the arab and western world .,israel bombs yet another gaza camp it had declared a safe zone
a united nations expert who published a report saying there were reasonable grounds to believe israel has committed genocide in its war on gaza says she has received threats throughout her mandate .,un expert says she faces threats after israel-gaza genocide report
"citing iran's weekend attack against the us ally , president joe biden on wednesday urged lawmakers to pass stalled legislation that would provide billions in military and other aid to israel .",biden urges congress to end impasse and send aid to israel and ukraine
the united nations security council has failed to pass a united states - drafted resolution recognising the need for a ceasefire in gaza .,can the un security council agree on a ceasefire resolution for gaza?
"in the secluded hills south of hebron , in the occupied west bank , abu al - kabash used to wake up daily to his prized possession : a grove of pomegranate and fig trees that towered over the six different kinds of aloe plants enveloping his home .",how israeli settlers are expanding illegal outposts amid gaza war
"the administration of united states president joe biden has imposed new sanctions on iran in response to its missile and drone attack on israel , as tensions mount over the possibility of further escalation in the middle east .",us imposes new sanctions on iran after attack on israel
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: un to add israeli army to child harm list
nan,palestinians killed in israeli bombing of gaza as ramadan begins
nan,israel’s forced starvation in gaza has killed dozens of children
nan,‘the us is trying to force the israeli government’s collapse’ | #ajopinion
"in more than seven months of war , more than 35 , 000 palestinians have been killed and large parts of the gaza strip destroyed .",will icc action deepen israel’s international isolation?
"celebrities , including musicians billie eilish and finneas o'connell , poor things star mark ruffalo , and comedian ramy youssef , wore red pins at the 96th academy awards to call for a ceasefire in gaza .",why did hollywood stars wear red pin badges at the oscars ceremony?
"on friday morning , iranian air defences shot down three drones above its central province of isfahan .",what does israel have in its arsenal that it could use against iran?
the chief prosecutor of the international criminal court ( icc ) has applied for arrest warrants against top israeli and hamas leaders for alleged war crimes .,"world reacts to icc prosecutor seeking israel, hamas arrest warrants"
"an israeli investigation has found that an israeli woman who was seized during the october 7 hamas attack was "" most likely "" killed when an israeli combat helicopter fired on her kidnappers ' vehicle .",israeli fire ‘most likely’ killed woman taken captive on october 7: army
"washington , dc – congressional leaders in the united states have proposed a spending bill that would avert a government shutdown but ban funding for the united nations relief and works agency for palestine refugees ( unrwa ) .",us congressional leaders propose spending bill that would cut unrwa funding
columbia university officials have ordered classes to be held virtually as they seek to de - escalate tensions on the new york city campus during pro - palestinian demonstrations .,columbia university moves classes online after gaza protests
a united states plan to build a temporary port off gaza's coast to step up the delivery of humanitarian aid has been criticised as an attempt to divert attention from hundreds of thousands of starving palestinians and israel's consistent blocking of assistance to the enclave .,us port plan to step up aid delivery to gaza criticised as ‘distraction’
nan,aj 360 premieres unflinching film with al-shifa hospital siege survivors
nan,desperate scenes as gaza aid trucks arrive from us floating pier
nan,icj rejects nicaragua’s request to halt german arms sales to israel
this live page is now closed . you can follow our round - the - clock coverage of israel's war on gaza here .,icj updates: israel responds to south africa appeal for rafah attack halt
""" exist , resist , return ! "" you may have heard this chant at events this month to mark nakba day on may 15 , which commemorates the displacement of at least 750 , 000 palestinians in 1948 during the founding of israel .",are we witnessing nakba 2.0 in gaza?
nan,jewish professor banned from us campus after arrest
israel's parliament passed a law on monday that allows temporary shutdowns of foreign media in israel including — and perhaps principally — al jazeera .,shutdown threat: when has israel targeted al jazeera before?
"bethlehem , occupied west bank – hanan al - qeeq sits next to a hospital bed in beit jala hospital , her sad , pale face seconds away from tears at all times , even when she tries to muster up a smile of greeting .",‘mama we’re dying’: only able to hear her kids in gaza in their final days
"the level of destruction in gaza has not been since world war ii , according to a united nations official who estimated that post - war reconstruction could cost up to $ 50bn .","gaza will need largest post-war reconstruction effort since 1945, un says"
"the leaders of norway , ireland and spain have said their countries will formally recognise palestine as a state next week for the sake of "" peace in the middle east "" , prompting israel to immediately recall its envoys .","norway, ireland, spain to recognise palestinian state"
"deir el - balah , gaza – for over six years , moath raja allah was known as one of the top players in gaza's ramadan football tournaments .",how israel’s war on gaza has changed ramadan football
"nearly 50 , 000 wisconsin voters chose "" uninstructed "" – the state's version of "" uncommitted "" – in tuesday's democratic primary as part of a growing campaign in the united states where protesters are using the ballot to voice their displeasure with president joe biden's handling of the war in gaza .",wisconsin is latest us state to send ‘uncommitted’ message to biden on gaza
nan,"worms, insects infest gaza-bound food stuck rotting in egyptian sun"
"iran says hezbollah is capable of defending itself and lebanon , warning israel that it would be the "" ultimate loser "" in an all - out war with the lebanese armed group .","israel will be the ‘ultimate loser’ in war with hezbollah, iran says"
"military intelligence chief aharon haliva has become the first senior israeli official to resign over failures to prevent the october 7 attack by the qassam brigades and other palestinian armed groups in southern israel , a move expected to increase pressure on other top leaders to follow suit .",israeli military intelligence chief resignation will put peers on the spot
israeli officials are growing wary that they could face prosecution by the international criminal court ( icc ) over the war in gaza .,israeli officials eye threat of icc arrest warrants over war in gaza
the live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: un chief says blocked aid a ‘moral outrage’
"rafah , gaza – it is nearly impossible to describe the feelings of a mother in the gaza strip on mother's day .",alaa’s sad mother’s day after israel’s war on gaza killed her children
"over the years , the united states government has been creating special mechanisms to shield israel from sanctions designed to punish countries for human rights abuses .",how the us state department shields israel from sanctions
"as israel devastates gaza , egypt has largely had to watch on with rising concern about the developments on its border .",why egypt backed south africa’s genocide case against israel in the icj
"more than 76 percent of schools in gaza require "" full reconstruction or major rehabilitation "" to be functional following israel's months - long onslaught , according to a new assessment shared by the un office for the coordination of humanitarian affairs .",israel’s targeting of gaza schools ‘eroding foundation for societal growth’
"hamilton hall , the academic building at columbia university that students protesting against israel's war on gaza occupied early on april 30 , has a long history of student protests .",‘hind hall’: how columbia’s hamilton hall became its signature protest hub
"journalists , especially in war zones , face immense challenges in reporting conflict realities .",wael dahdouh: gaza’s voice amid loss and courage
"an israeli air strike has killed 10 members of hamas chief ismail haniyeh's family in northern gaza's shati refugee camp , according to the palestinian group and the enclave's civil defence agency .",israeli air strike kills 10 family members of hamas chief haniyeh in gaza
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 180 bodies found in khan younis mass grave
"israeli prime minister benjamin netanyahu has told the united states's top diplomat that israel is determined to send troops into the southern gaza city of rafah , where some 1 . 5 million palestinians are sheltering , and will do so without us backing if necessary .",us top diplomat holds talks in israel as netanyahu vows rafah invasion
"here's how things stand on tuesday , april 9 , 2024 :","israel’s war on gaza: list of key events, day 186"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: israel has no ‘credible plan’ for rafah – us
"israeli forces battled with palestinian groups in rafah and elsewhere in southern gaza despite the israeli military's announcement on sunday of tactical pauses in operations to allow humanitarian aid to enter , unrwa chief philippe lazzarini has said .",gaza fighting continues despite israeli ‘pauses’ announcement: unrwa
this live page is now closed .,"updates: new york police arrest 282 protesters after columbia, ccny raids"
"the paris institute of political studies ( sciences po ) has rejected demands by protesters to review its relations with israeli universities , its interim director jean basseres says , prompting some students to say they would start a hunger strike in protest .",paris’s sciences po rejects protesters’ demand to review israel ties
nan,over 100 pro-palestine protesters arrested at us university
"here's how things stand on tuesday , march 26 , 2024 :","israel’s war on gaza: list of key events, day 172"
nan,palestinians displaced by gaza war prepare for ramadan
spain is on a mission .,"spain leads european push to recognise palestine, risking israel’s wrath"
nan,man accused of spraying ‘pesticide’ on us anti-gaza war encampment
nan,celebrations in iran as it ‘concludes’ retaliatory attack on israel
nan,palestinian man risks life to give neighbours a burial in gaza
nan,unicef worker describes attack on gaza aid convoy
nan,israeli forces carry out mass arrests in occupied west bank
"until now , most western countries have maintained they will formally recognise palestinian statehood only at the end of a peace process with israel .",what does the increasing recognition of palestinian statehood mean?
"several israeli soldiers have been wounded in a blast in lebanon near the israeli border , according to the israeli military and the lebanese armed group hezbollah , which claimed responsibility for the attack .",several israeli soldiers wounded in lebanon attack claimed by hezbollah
"here's how things stand on wednesday , march 27 , 2024 :","israel’s war on gaza: list of key events, day 173"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: first time aid enters gaza via beit hanoon
the un security council on monday asked its membership committee to review the palestinian authority's application to be made a full member state of the united nations . the pa is currently a non - member observer state like the vatican .,"as palestine applies for full un membership, what’s in the way?"
"there is growing outrage around the world after israeli air strikes killed seven aid workers from the world central kitchen ( wck ) charity , as the country faces increased scrutiny over its conduct in the war on gaza .",outrage grows over israel’s deadly attack on gaza aid convoy
history illustrated is a weekly series of insightful perspectives that puts news events and current affairs into historical context using graphics generated with artificial intelligence .,"gaza, genocide and the world’s most heinous crime"
israeli prime minister benjamin netanyahu is opposed to plans announced by the military to hold daily tactical pauses in fighting along one of the main roads into the besieged and bombarded gaza strip to facilitate aid delivery into the palestinian enclave .,netanyahu opposed to israeli military ‘tactical pauses’ for gaza aid
nan,"israel pounds northern gaza, months after declaring hamas dismantled"
"israel's military operation in gaza's southern city of rafah has set ceasefire negotiations with hamas "" backward "" , mediator qatar has said , adding that the talks have lost steam .",gaza ceasefire deadlocked as israel’s rafah attacks set talks ‘backward’
"staff at australia's national broadcaster warned that its coverage of the war in gaza relied too much on israeli sources and used language that "" favoured the israeli narrative over objective reporting "" , internal communications reveal , shedding new light on bias claims that convulsed the outlet .",abc australia staff’s concerns over pro-israel bias revealed
students at a university in northern england are staging a sit - in to call for the suspension of a jewish chaplain who has served in the israeli army during the war on gaza .,uk students call on university to suspend rabbi who served in israeli army
nan,bodies recovered from gaza’s al-shifa hospital after two-week israeli raid
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: ‘over 1 million’ flee rafah as israel attacks
a senior united states diplomat has met israeli leaders and will later visit lebanon as part of a push by washington to defuse tensions between israel and hezbollah .,us envoy meets with israeli leaders as tensions with hezbollah escalate
"madrid , spain – huge palestinian flags are hanging on campuses across spain as thousands of students protest against israel's war in gaza .",support from lecturers and no arrests as spanish students protest for gaza
palestinian president mahmoud abbas has appointed his longtime economic adviser mohammed mustafa to be the next prime minister in the face of us pressure to reform the palestinian authority as part of washington's post - war vision for gaza .,palestinian president abbas appoints mohammed mustafa as prime minister
"an attack on a humanitarian convoy , killing several foreign aid workers . the destruction of a hospital with hundreds killed inside . an air raid on a consulate in a foreign country .",western allies face genocide complicity if support for israel continues
"south africa has asked the international court of justice ( icj ) to order israel to withdraw from rafah as part of additional emergency measures over the war in gaza , the united nations's top court said .",south africa asks icj to order israel to withdraw from gaza’s rafah
"qatar's prime minister has said doha is re - evaluating its role as a mediator in negotiations aimed at bringing about a ceasefire in gaza and the release of israeli captives , adding that some parties have used the mediation for "" narrow political interest "" .",qatar ‘re-evaluating’ role as mediator in israel-gaza truce talks
nan,israel orders rafah evacuation after night of intense bombardment
"the beauty of gaza is that our voices do not reach it . nothing distracts it ; nothing takes its fist from the enemy's face . gaza is devoted to rejection … hunger and rejection , thirst and rejection , displacement and rejection , torture and rejection , siege and rejection , death and rejection … ""","‘the war will end’: remembering mahmoud darwish, palestine’s poetic voice"
"critics of the increasing integration of israeli military technologies and tactics into united states "" cop cities "" say the exchange leads to a more militarised approach to urban policing . activists and organisers say this shift impacts civil liberties and perpetuates systemic racism against marginalised us communities . they say police exchange programmes promote aggressive methods from conflict zones , while simultaneously diverting funds from essential social services .",how the us is using israeli military tactics on marginalised communities
"student protesters in the united states have vowed to continue demonstrations against israel's war on gaza , despite the arrest of dozens of protesters at the university of texas at austin ( ut austin ) , the university of southern california ( usc ) , georgia's emory university and boston's emerson college .","students vow to continue gaza protests after california, texas arrests"
"messina , italy – piles of court documents in english and arabic filled the desk and covered the floor of triestino mariniello's home office for much of march in messina , a city in southern italy overlooking mediterranean waters on one side and the smoking etna volcano on the other .","in italy, a palestinian lawyer who fled gaza builds israel genocide case"
"israeli forces have attacked humanitarian aid convoys and buildings in the gaza strip at least eight times since october despite being given coordinates to ensure their protection , human rights watch ( hrw ) has said in a new report .",israeli forces attacked ‘known aid worker locations’ in gaza: rights group
nan,israel’s war is depriving gaza’s students of an education
"donald trump , the former us president and republican candidate in november's election in the united states , has warned israel it is losing international support and should "" finish up "" its war in gaza .",donald trump says time for israel to ‘finish up’ gaza war
"as israel's bombing campaign continues in gaza and the humanitarian crisis deepens to catastrophic levels , the biden administration has not wavered in its support for israel .",‘the night won’t end’: biden’s war on gaza
"for years , israel and turkey have been crucial trade partners .",how effective is turkey’s ban on trade with israel?
sweden has said it is resuming aid to the cash - strapped united nations agency for palestinians with an initial disbursement of $ 20m after receiving assurances of extra checks on its spending and personnel .,sweden resumes aid to unrwa as israel steps up gaza attacks
nan,nakba remembered: what is the right of return?
united states president joe biden has defended israel against war crimes charges in the world's top courts .,‘no equivalence’: biden defends israel after icc requests arrest warrants
"israel has killed more than 13 , 000 children in gaza since october 7 while others are suffering from severe malnutrition and do not "" even have the energy to cry "" , says the united nations children's fund ( unicef ) .","over 13,000 children killed in gaza, others severely malnourished: unicef"
yemen's houthis have damaged an oil tanker and downed another mq - 9 reaper drone of the united states as they promise more attacks in opposition to israel's war on gaza .,"yemen’s houthis damage oil tanker, shoot down us drone"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: ‘more than 30’ killed in rafah strike
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel’s war on gaza updates: unrwa in ‘unprecedented crisis’, says chief"
nan,the take: gaza’s starvation looms over biden’s state of the union address
"in a fast - expanding global battleground , enablers and opponents of israel's genocidal assault on gaza are facing off in an unusual landscape : courtrooms . over the past six months , lawyers , activists , organisations and states who believe that international law and conventions that prohibit genocide actually mean something and must be implemented have submitted an unprecedented number of lawsuits and motions to national and international courts .",watching the watchdogs: the media downplays a big legal story at its peril
"israeli officials have struck a defiant tone after us president joe biden warned that the united states would not provide weapons for a full - scale ground assault on the southern gaza city of rafah , where hundreds of thousands of displaced palestinians are hemmed in with no safe way to leave .",‘fight with our fingernails’: israel’s netanyahu defies us weapons warning
"over the past few months , the international criminal court ( icc ) under the leadership of prosecutor karim khan has come under heavy criticism for not taking any concrete steps to prosecute the crime of genocide in gaza .",the icc can no longer ignore the genocide in gaza
"medan , indonesia – ordinarily during the holy month of ramadan , entrepreneur putra kelana breaks fast with his family and friends at several different food outlets across his city in north sumatra .","in indonesia and malaysia, boycotts hammer mcdonald’s, starbucks"
this live page is now closed .,updates: icj rules against imposing measures on germany over israel aid
"as israel's war on gaza continues for a seventh month , killing more than 34 , 000 palestinians and 200 humanitarian workers , the united states just approved roughly $ 15bn in military aid to israel . but is this transfer of weapons against both domestic and international law ?",arming genocide? new report documents use of us arms in israeli war crimes
nan,us state department official challenged on israeli army human rights abuses
"palestinian authority president mahmoud abbas says only the united states could stop israel from attacking the border city of rafah in gaza , adding that the assault , which he expects within days , could force much of the palestinian population to flee the enclave .",palestinian president abbas says only us can halt israel’s attack on rafah
us secretary of state antony blinken has urged israeli officials to improve the facilitation of humanitarian aid supplies to gaza amid warnings from the united nations and aid agencies of a looming famine in parts of the war - ravaged palestinian territory .,us increases pressure on israel over gaza aid as truce talks continue
nan,the take: how do the hungry mark eid al-fitr in gaza?
"the growing protest efforts against israel's war on gaza have now spawned a cyberspace movement that has erupted in the past few days , targeting celebrities who are seen as being insensitive towards , or even supportive of , the death and destruction in the palestinian enclave .",why are social media users blocking celebrities over israel’s gaza war?
palestinians in the gaza strip and the occupied west bank are marking a sombre eid al - adha as the israeli military continues its deadly attacks more than eight months after the start of the war .,palestinians ‘in mourning’ as muslims mark eid al-adha
"earlier this month , across england and wales , people went to the polls in local and mayoral elections in what was seen by many as a trial run for the next united kingdom general election expected later this year .",its weakness on gaza may cost uk labour a majority in the next election
iran has vowed retaliation for an israeli attack on its consulate in damascus last monday .,how will iran respond to israel’s attack on its damascus consulate?
nan,what’s happened in gaza since icj ordered israel stop rafah assault?
"tehran , iran – iranian armed forces have seized a container ship near the strait of hormuz amid rising tensions across the region after a deadly israeli attack on iran's consulate in syria .",iran’s irgc seizes ‘israeli-linked’ ship near strait of hormuz
human rights groups are urging us president joe biden's administration to oppose threats against the international criminal court ( icc ) after its chief prosecutor's decision to seek arrest warrants against israeli officials drew ire in washington .,israel’s war on gaza: rights groups urge biden to oppose threats to icc
"german - israeli activist iris hefets was arrested for the first time in berlin just a few weeks after the start of israel's war on gaza last october – for holding a sign which read , "" as a jew and israeli , stop the genocide in gaza "" .",‘we jews are just arrested; palestinians are beaten’: protesters in germany
"israeli settlements in the occupied palestinian territories have expanded by a record amount and risk eliminating any practical possibility of a palestinian state , the united nations rights chief warns .",israeli settlement expansion in palestinian areas amounts to war crime: un
nan,drone video shows total destruction in former gaza ‘safe area’
"hebron , occupied west bank – ishaq qafisheh steers his wheelchair around the ibrahimi mosque , resting his trusty crutch on his shoulder as he rolls along . that crutch has been a lifelong companion since he was struck with polio as a small child .",this hebron grocer won’t let israeli shutdowns stop him
"palestinian medics and rights advocates have denounced the killing of a top medical official in gaza by the israeli military , accusing israel of systematically targeting the health system in the besieged enclave .",israel air raid on gaza clinic kills senior palestinian health official
"rubymar , the belize - flagged , british - owned cargo ship that was badly damaged in a houthi attack in february , has almost completely sunk into the red sea , causing an oil slick and prompting serious concerns about environmental damage to the surrounding waters and their coral reefs .",could houthi-sunk ship rubymar spell eco-disaster for the red sea?
nan,gaza drone video shows killing of palestinians in israeli air attack
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: 83 killed in unrelenting israeli attacks
the chasm between arab populations ' demand for more decisive responses to israel's genocidal war on gaza and the shameful silence and implicit complicity of many of their leaders has yet again exposed the decades - old trend of authoritarian arab regimes exploiting public support for the palestinian cause for political gain – a trend that is currently being spearheaded by none other than tunisia's dictatorial president kais saied .,tunisia’s saied is a hypocrite on palestine
"at least two people have been killed and several others wounded after an israeli air strike hit the courtyard of the crowded al - aqsa hospital in deir al - balah in central gaza , palestinian authorities said .",aftermath of an israeli air strike on gaza’s al-aqsa hospital courtyard
"ireland , norway and spain have recognised palestine as an independent state .","ireland, norway and spain recognise palestine. what has that changed?"
"turkish president recep tayyip erdogan has urged palestinians to unite amid israel's war in gaza , following hours - long talks with hamas chief ismail haniyeh in istanbul , according to his office .",turkey’s erdogan urges palestinian unity after meeting hamas chief
"on friday , us president joe biden outlined a ceasefire proposal for the war in gaza . the plan is comprised of three stages in which israel and hamas would negotiate an exchange of captives , an eventual permanent cessation of hostilities and rebuilding of homes and public facilities .",there is a measure of desperation in biden’s ceasefire plan
"palestinian group hamas has said it remains committed to achieving an agreement with israel to end the war on gaza , but only if its conditions including a lasting ceasefire are met .",hamas ‘serious’ about captives’ release but not without gaza ceasefire
nan,delegates walk out of un meeting during israel speech
the canadian government has announced it will impose sanctions on four israeli settlers in the occupied west bank as settler violence against palestinians surges during israel's war in gaza .,canada sanctions israeli settlers as attacks on palestinians skyrocket
"us senator chris van hollen says it is time for the biden administration to tell israel , "" if you continue to ignore us , there will be consequences . """,will israel be allowed to continue its gaza starvation strategy?
"us president joe biden has condemned the iranian drone attacks on military facilities in israel , reiterating washington dc's "" ironclad "" support and a coordinated group of seven ( g7 ) diplomatic response , even as reports started to emerge that he is also seeking to de - escalate the situation .","biden vows g7 response, ‘ironclad’ us support for israel after iran attacks"
"israel has killed a senior hezbollah commander in an air strike in southern lebanon , the israeli military has said .",israeli military says it killed hezbollah commander ismail al-zin
turkey says it will impose restrictions on exports to israel until there is a ceasefire and increased aid in the gaza strip after the israeli government refused to allow it to airdrop aid over the besieged and bombarded territory .,turkey restricts exports of 54 products to israel until gaza ceasefire
"hezbollah has said it launched dozens of rockets at kiryat shmona , an israeli border town , in response to israeli strikes on lebanon's southern village of al - habbariyeh that killed seven people .",hezbollah launches rocket barrage after israeli strikes on lebanon kill 7
"washington , dc – a gaza - focused campus protest movement in the united states has highlighted a generational divide on israel , experts say , with young people's willingness to challenge politicians and college administrators on display nationwide .","generation gap: what student protests say about us politics, israel support"
"israel looks ready to escalate its devastating war on gaza after stationing troops and vehicles at nearby army bases and outposts just outside the enclave , according to satellite imagery obtained and assessed by al jazeera's sanad verification unit .",satellite images show israeli forces gathered for gaza escalation
"the united states military has announced it has reinstalled a temporary aid pier in gaza that had been damaged in bad weather , saying humanitarian assistance will flow through the floating dock in the "" coming days "" .",us re-establishes gaza aid pier damaged in bad weather
"through eight months of war in gaza , the issue of the hostages has obsessed the israeli public above all else but the dramatic operation to rescue four israelis held captive in gaza last week – which resulted in a massacre of more than 270 palestinians – has revealed that a ceasefire deal remains the best option to secure their safe return .",netanyahu’s hostage dilemma
police have arrested at least 25 pro - palestinian protesters and cleared an encampment at the university of virginia ( uva ) as campuses across the united states brace for more turmoil during graduation ceremonies .,dozens arrested in us campuses in another weekend of pro-palestine protests
"pro - palestinian protesters have blocked major roads in the states of illinois , california , new york and the pacific northwest , temporarily preventing travel into some of the united states's most heavily used airports , onto the golden gate and brooklyn bridges and along a busy west coast highway .",pro-palestinian protesters paralyse roads in us cities over war on gaza
