text,title
"washington , dc – chants of "" free palestine "" were interrupted by ululating and cheers as dozens of georgetown university students arrived at a protest at the neighbouring george washington university ( gw ) campus in the heart of the us capital city .","blocks from the white house, us students stand steadfast with gaza"
"austin , texas – "" it didn't feel real . "" that's how alishba javaid , a student at the university of texas at austin , describes the moment when she saw roughly 30 state troopers walk onto the campus lawn .","in texas, pro-palestine university protesters clash with state leaders"
"here's how things stand on thursday , march 21 , 2024 :","is­rael’s war on gaza: list of key events, day 167"
"here's how things stand on saturday , march 23 2024 :","is­rael’s war on gaza: list of key events, day 169"
""" i will not use my medical knowledge to violate human rights and civil liberties , even under threat . "" this is a line in the physician's pledge adopted by the world medical association in 1948 , which guides the work of doctors around the globe .",action must be taken on alleged complicity of israeli doctors in torture
three sons and four grandchildren of hamas political leader ismail haniyeh were assassinated in gaza on wednesday .,what has allowed israel operate an assassination policy for decades?
nan,video shows kamala harris heckled over gaza during jimmy kimmel talk show
"israel's prime minister benjamin netanyahu has dissolved the country's war cabinet , following the withdrawal of his principal rival , benny gantz .","israel’s netanyahu dissolved the war cabinet, does it matter?"
"beirut , lebanon – hezbollah fired more than 200 missiles and rockets across its southern border on wednesday in one of its heaviest attacks on northern israel since the 2006 war .",does ceasefire in gaza mean israeli escalation with lebanon’s hezbollah?
nan,extent of forced hunger crisis in gaza revealed in un report
"the israeli military says it has killed 90 people during its raid on gaza's al - shifa hospital where a siege has entered a third day , as displaced palestinians sheltering in the facility described long detentions and abuse .",israeli military says 90 people killed in gaza’s al-shifa hospital raid
"spain says it will join the case filed by south africa at the international court of justice ( icj ) , which accuses israel of violating its obligations under the genocide convention in its war on the gaza strip .",spain says to join south africa’s gaza genocide case against israel at icj
they have come from halfway across the world and are kept under tight security and raised according to the strictest rules .,what do texan red heifers have to do with al-aqsa and a jewish temple?
"israel has withdrawn its forces from gaza's al - shifa hospital following a two - week operation , leaving behind scenes of devastation .",‘no life here’: israel’s army withdraws from gaza’s al-shifa hospital
"from coast to coast , university students in the united states are protesting against israel's war on gaza , despite threats of suspension and arrest .",before israel’s war on gaza: other times us campuses became battlegrounds
"ireland and norway are both moving closer to recognising palestinian statehood , leaders of the two countries expressed separately after meetings with spain's prime minister pedro sanchez , who also champions the move .","ireland, spain, norway moving closer to recognising a palestinian state"
"the israeli military has launched attacks across the gaza strip after an assault on a tent camp in al - mawasi in the south killed at least 25 people , according to palestinian officials .",israel pounds north gaza after attack on southern al-mawasi ‘safe zone’
nan,baby girl rescued from mother’s womb dies
nan,uk university students join pro-palestine protests
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: rafah hospital closes due to israeli bombs
tens of thousands of people have gathered outside the israeli parliament building in jerusalem in the largest antigovernment protest since israel launched its assault on gaza .,tens of thousands take part in antigovernment protests in israel
nan,the take: will israel’s protests change netanyahu’s calculus?
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: hamas says reviewing new israeli proposal
"washington , dc – cheers erupted when united states vice president kamala harris called for an "" immediate ceasefire "" in gaza earlier this month .",gaza war: how biden adopted call for ‘ceasefire’ without shifting policy
"in an interview on sunday with nbc news , united states secretary of state antony blinken was questioned about president joe biden's recent threat to withhold offensive weaponry from israel in the event of an all - out assault on rafah , the city in the southern gaza strip where more than 1 . 4 palestinians are sheltering .",not even the us government knows the us government line on rafah
"israeli and hamas officials say no significant progress has been made in the latest round of gaza truce talks in cairo attended by representatives from mediators egypt , qatar and the united states .","hamas, israel say no progress in gaza truce talks"
"az - zawayda , gaza - a year ago , siham abu shaaban made molokhia for fork the system , explaining how it is considered a "" lucky charm "" of a dish that many families have to have on their ramadan table .",revisiting molokhia amid war and displacement in gaza
"thousands of palestinian children in gaza have been diagnosed with malnutrition , the world health organization ( who ) has said , as israel continues to severely restrict supplies of food , water , medicine and fuel to the territory .","significant part of gaza facing ‘famine-like conditions’, who says"
"in its annual threat report , the united states ' intelligence community has concluded that hamas cannot be destroyed .",how does us intelligence disagree with israel on gaza?
"slovenia is set to recognise palestinian statehood in june , following in the footsteps of ireland , norway , and spain .",slovenia’s ‘moral duty’: what’s behind its push to recognise palestine?
this page is now closed . follow the latest updates here .,israel’s war on gaza updates: un chief says middle east ‘on the brink’
nan,un report: israeli strikes ‘systematically’ violating laws of war
nan,former trump official calls gaza’s waterfront property ‘very valuable’
"the united nations security council has failed to pass a united states draft resolution calling for , but not demanding , a ceasefire in israel's continuing war on gaza after two permanent members chose to veto it .",un security council does not pass draft us resolution on gaza ceasefire
nan,south africa seeks third intervention against israel at icj
"united states president joe biden has said israeli prime minister benjamin netanyahu is making a "" mistake "" in his handling of the gaza war and its repercussions inside israel and internationally .",biden: israel’s netanyahu making ‘mistake’ on gaza
nan,phone taps and intimidation: israel’s war against the icc
"the israeli army has ordered tens of thousands of palestinians to leave rafah amid growing fears of a ground assault on the southern gaza city , where 1 . 4 million people displaced by israel's war on gaza have sought shelter .",world reacts to israel’s rafah evacuation order
"lawmakers in the united states have slammed the international criminal court's ( icc's ) decision to seek arrest warrants for senior israeli officials accused of war crimes in gaza with some republicans threatening to impose "" consequences "" against the international tribunal .",us lawmakers slam icc prosecutor’s israel arrest warrant requests
"israel has continued its aerial and ground bombardment of the gaza strip , killing dozens more palestinians , as fighting rages around gaza city's main al - shifa hospital , palestinian officials and the israeli military said .",israeli air raids kill dozens across the gaza strip
"berlin , germany – a palestinian employee of germany's state - funded development agency has been imprisoned in israel for more than a month , where she has been beaten and subject to abusive and humiliating treatment , her family members and lawyer say .",palestinian employee of german development agency ‘abused’ in israeli jail
"brussels , belgium – elections for the european parliament traditionally focus on issues such as the cost of living , farm policies , climate change and the european union's migration policy .",‘the battleground is palestine’: israel’s war looms over european elections
the live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: israel says hamas chief killed on march 10
"in the wee hours of may 8 , police officers in washington , dc violently cleared the pro - palestine encampment at george washington university ( gw ) with the help of pepper spray , arresting 33 people . university president ellen granberg had called the cops on what she claimed was an "" unlawful "" on - campus expression of solidarity with the victims of israel's current genocide in the gaza strip , which has officially killed some 36 , 000 people in less than eight months , although this number is no doubt a grave underestimate .",letter from ‘kibbutz israel’
"los angeles , california – as the war in gaza enters its eighth month , israel's military campaign , one of the most destructive in modern history , has killed nearly 35 , 000 palestinians , most of them women and children .",us university ties to weapons contractors under scrutiny amid war in gaza
nan,palestinian journalist attacked by right-wing ‘jerusalem day’ marchers
"to the united nations official tasked with reporting on palestinian human rights , international law is clear : israel should withdraw from the territories it occupied in 1967 .",does israel twist humanitarian law to justify gaza carnage?
nan,did israel intentionally target a world central kitchen convoy in gaza?
"washington , dc – united states president joe biden had a brief but stern warning for iran as it promised to retaliate against israel for a deadly air raid on its consulate in damascus : "" don't . """,‘disastrous’: israel-iran tensions test limits of us policy amid gaza war
the israeli knesset has voted to revive a bill that would end exemption on military conscription for some ultra - orthodox religious students .,israel’s knesset advances contentious ultra-orthodox conscription law
this live page is now closed . please follow the latest updates here .,israel’s war on gaza updates: one dead as settlers rampage in west bank
"palestinians will mark the 76th anniversary of their mass expulsion from what is now israel , an event that is at the core of their national struggle . but in many ways , that experience pales in comparison to the calamity now unfolding in gaza .",palestinians mark 76 years of nakba as new tragedy unfolds in gaza
"joe biden has sought to address anger on united states university campuses over his support for israel amid the war in gaza , as the us president delivered a graduation speech at a historically black college attended by martin luther king jr .",biden delivers address at morehouse college amid anger over gaza war
"all of israel's modern wars have ended with us intervention , but the current war in gaza has gone on for half a year because "" biden is a slow learner "" , argues university of pennsylvania political scientist ian lustick .",does israel need to be forced by the us to end the war in gaza?
this live page is now closed .,israel war on gaza updates: deadly attack on palestinians awaiting aid
the united nations security council ( unsc ) endorsed a united states - backed ceasefire resolution on monday in the latest diplomatic effort to end eight months of israel's devastating military offensive in the gaza strip .,will israel accept the new un gaza ceasefire resolution?
"hamas has released a video of an israeli - american man held captive in the gaza strip for the duration of israel's war on the enclave , igniting new protests calling on the israeli government to do more to secure the captives ' release .",hamas video of gaza captive hersh goldberg-polin triggers israel protests
"palestinian municipal authorities have declared the cities of jabalia and beit hanoon in the northern gaza strip "" disaster areas "" .",gaza’s jabalia and beit hanoon declared ‘disaster areas’
"we are an israeli and a palestinian who forged an "" unlikely "" friendship when the world expected us to hate each other .","when it comes to israel-palestine, true naivety is believing in endless war"
"here's how things stand on thursday , march 28 , 2024 :","israel’s war on gaza: list of key events, day 174"
"the gaza strip's collapsing health system is under further strain after the israeli army intensified bombing in rafah's tal as - sultan area and other parts of the enclave , a day after an attack on a camp in rafah killed 45 palestinians .",rafah residents face further danger as israel hits city’s two hospitals
"the israeli military has besieged three hospitals in gaza , with medical teams under heavy gunfire , as a divided united nations security council is set to vote on a new draft resolution calling for an "" immediate "" ceasefire in the enclave .",unsc to vote on new gaza ceasefire draft as israel besieges three hospitals
"an israeli tank killed reuters reporter issam abdallah in lebanon last year by firing two 120mm rounds at a group of "" clearly identifiable journalists "" in violation of international law , a united nations investigation into the october 13 incident has found .",israeli strike killed ‘clearly identifiable’ reporter in lebanon: un probe
columbia university has begun suspending student demonstrators after they defied an ultimatum to disperse .,columbia suspends students after deadline to end gaza camp passes
"a little girl in pink pyjamas has been settled on a bloodied bed at kuwait specialty hospital in gaza's southern city of rafah , her face bewildered as she blinks repeatedly .","israel attacked rafah at night, ‘all the people burned’"
"as israel continues to wage its genocidal war on gaza , a fault line in american society is becoming increasingly more pronounced . university students are challenging the political establishment on university campuses across the country .",watching the watchdogs: the us media and intergenerational fault lines
egyptian president abdel fattah el - sisi has reappointed prime minister mostafa madbouly to form a new government .,"egypt’s el-sisi reappoints pm madbouly, orders him to form new cabinet"
nan,iran launches direct attack on israel
"for some , it is the oscars . for others , it is rio's carnival . for many , there is no annual event quite like eurovision , the international singing contest extravaganza that attracts millions of viewers and features everything from power ballads and punk rock to death metal and folk dancing .",why was israel forced to change its song entry for eurovision?
nan,police use tear gas on anti-war protesters at florida university
"public shaming in national newspapers , arbitrary arrests and even beatings by police – these are just a few of the consequences that those protesting for an end to israel's war on gaza say they face in germany .",what have palestine activists in germany been facing?
"here's how things stand on friday , march 22 , 2024 :","is­rael’s war on gaza: list of key events, day 168"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: new mass grave found at al-shifa hospital
"though it has yet to respond to al jazeera's request for comment , israel continues to push back against the accusations of torture levelled at its armed forces in an unpublished report by the united nations relief and works agency for palestine refugees ( unrwa ) .",not just the unrwa report: countless accounts of israeli torture in gaza
nan,first friday prayers of ramadan in al-aqsa
more than 100 pro - palestinian protesters have been arrested on the campus of new york's columbia university as police cleared an encampment set up by students demonstrating against israel's war in gaza .,dozens of pro-palestinian protesters arrested as columbia clears encampment
"while our eyes were on rafah's "" block 2371 "" – the small area in south gaza which the israeli military designated as a "" safe humanitarian zone "" on may 22 but went on to bomb just four days later , massacring at least 45 civilians sheltering in tents – we were reminded of a 15 - year - old confidential cable intercepted by wikileaks describing the plight of civilians in the final days of the sri lankan civil war .","like sri lanka once did, israel has turned ‘safe zones’ into killing fields"
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel war on gaza updates: 9 killed in israeli attack on rafah aid seekers
"hebron , occupied west bank – in his 25 years as a paramedic , jawdat al - muhtaseb has worked during fraught times , from the second intifada to the heightened tensions in 2015 and then to the current situation , where the ripple effect of israel's war on gaza led to an increase in deadly israeli violence against palestinians in the occupied west bank .",palestinian paramedics fear gaza dangers will spread to west bank
"qatar has stressed that it will not accept becoming a tool to pressure any party and that it is committed to maintaining its role as an honest mediator in its mediation between hamas and israel , diplomatic sources told al jazeera arabic .",qatar committed to israel-hamas honest mediator role: diplomatic sources
nan,‘what’s happening is not genocide’ says biden after icc warrants sought
nan,"norway, spain, ireland to recognise palestinian state"
the live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: israel says troops moved for new operations
"on tuesday night , hundreds of new york city police department ( nypd ) officers with riot shields and zip ties entered the columbia university campus and arrested more than 280 protesters who had occupied hamilton hall , a key academic and administrative building , a day earlier . the police separately also arrested student protesters at city college of new york ( cuny ) .","after police crackdown, what’s next for columbia’s gaza protesters?"
the united nations security council ( unsc ) demands an immediate ceasefire between israel and the palestinian group hamas in the gaza strip and the release of all captives as the united states abstains from the vote .,un security council demands immediate gaza ceasefire as us abstains
nan,videos show violence of mob attack on ucla anti-war protesters
"over the past eight months , like many people around the world , i have been starting my day by checking the news from gaza and the rest of palestine . i rely on the reports from people on the ground in gaza , mostly on social media , to get reliable information about what is happening .","it is not ‘ethnic cleansing’, it is genocide"
nan,the take: university protests spread across the us
nan,confrontations between rival protesters at ucla over gaza war
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel’s war on gaza updates: 25 killed in gaza today, including infant"
"here's how things stand on sunday , april 7 , 2024","israel’s war on gaza: list of key events, day 184"
"when on may 10 , the united nations general assembly ( unga ) voted overwhelmingly in favour of resolution es - 10 / 23 relating to palestine's membership application , some media qualified it as "" support for palestinian statehood "" . this seeming confusion follows the united states government's talking points conflating statehood with membership and claiming this would hurt "" peace efforts "" . that is , however , not the case : the resolution addressed the question of "" membership "" in the un and not of palestine's "" statehood "" .",ostracising israel at the un should be a priority
nan,biden avoids question on icc allegations against israel
"mujahed abadi says has not been able to sleep since israeli forces shot him , beat him and strapped him to the hood of a military vehicle two days ago , apparently using him as a human shield .","palestinian man shot, tied to jeep says israeli forces gave no explanation"
"revived talks on a ceasefire between israel and hamas appear to be making little progress , with the two sides showing few signs that they are ready to compromise on their demands .",gaza ceasefire talks stall as israel and hamas dig in
nan,israeli forces launch new attack on gaza’s al-shifa hospital
"on may 21 , amr musara went out to report on israel's raid on the jenin refugee camp in the israeli - occupied west bank .",how israel’s raids on jenin only fuel palestinian resistance
"hanoi , vietnam - at a private venue tucked away in a narrow alley in hanoi's city centre , a group of more than 20 people listened attentively to saleem hammad , a charismatic , 30 - year - old palestinian man , as he spoke in fluent vietnamese .","gaza war evokes vietnam's own struggle, past unity with palestine"
"in the days leading up to ramadan , we heard the hopeful word "" ceasefire "" . the us president uttered it , and the media repeated it . for a short moment , the lives of palestinians in gaza hung in the balance , caught between the possibility of a truce for the holy month and israel's relentless drive to eliminate my people from the face of the earth .",what aida of khan younis can teach us about courage
israelis have now killed at least 502 palestinians in the occupied west bank since october 7 .,israel kills more than 500 palestinians in the west bank since october 7
"a palestinian man has been killed in an attack by israeli settlers in the occupied west bank , where tensions remain high amid fears of more violence .",palestinian man killed in israeli settler raids in occupied west bank
"israel has continued its relentless attacks on rafah despite the international court of justice ( icj ) ordering it to put an end to the military operation there , and multiple deaths were reported from central and northern gaza , which have been subjected to renewed attacks .","israel continues to bomb gaza, including rafah, despite icj ruling"
"israel issued new evacuation orders in gaza's southern city of rafah , forcing tens of thousands more people to move as it prepares to expand its military operation .",thousands flee rafah after israeli forces issue evacuation order
"israeli tanks have pushed back into some areas of the northern gaza strip which they had left weeks ago , while warplanes have conducted air raids on rafah , where more than one million displaced palestinians have sought refuge in the south of the territory , killing and wounding several people .","israeli tanks push back into northern gaza, warplanes hit rafah"
"russia has returned six children displaced by the war in ukraine in a deal brokered by qatar , according to russian state media .",russia returns six children to ukraine in qatar-brokered deal: state media
"every year on may 3 , unesco commemorates world press freedom day .",world press freedom day: gaza conflict deadliest for journalists
"tens of thousands of protesters waving israeli flags and chanting slogans against prime minister benjamin netanyahu's government rallied in tel aviv saturday , demanding new elections and the return of captives held in gaza .",‘all of the rats in the knesset’: mass antiwar protest in israel
nan,jewish student and peace group founder supports gaza anti-war protests
"how "" permanent "" is the us / israeli plan for a "" permanent ceasefire "" in gaza ? the intentional vagueness of the proposal to bring a "" sustainable period of calm "" to the gaza strip is the biggest obstacle preventing a deal , argues michael hanna of the international crisis group .","despite huge pr push, is us plan for gaza doomed to fail?"
nan,creator of viral boycott video talks about helping palestinian cause
"israel has seized the gaza side of the rafah border crossing with egypt , forcing tens of thousands of palestinians to flee the area while shutting down gaza's main entry point for humanitarian aid .",israel’s war on gaza: challenging the narrative of a “just” war
nan,biden says us will set up gaza aid port
"the hashemite kingdom of jordan is caught between two regional powers and could face serious social , political and economic repercussions should regional tensions continue to intensify .",tightrope: jordan’s balancing act between iran and israel
prime minister benjamin netanyahu has announced the end of israel's six - member war cabinet .,israel’s netanyahu dissolves war cabinet
nan,"norway, spain and ireland to back palestinian statehood"
israel claims it is reopening the main crossing point for humanitarian aid to enter the gaza strip as its military launched new attacks across the palestinian territory and was building its offensive on southern rafah despite ongoing talks for a ceasefire .,israel says reopening key gaza border point as it steps up rafah attacks
"eight out of 10 schools in the gaza strip are damaged or destroyed , the united nations children's agency ( unicef ) says , but it is the psychological damage of israel's war on the territory's nearly 1 . 2 million children that has experts worried .",gaza’s children face long road to healing
"another staffer in united states president joe biden's administration has publicly resigned in protest of the us's continued support for israel amid its war on gaza , the associated press news agency reported .",another biden administration staffer resigns over us stance on gaza war
"since israel's inception in 1948 , the palestinian - israeli conflict has centred on the occupied palestinian territory , human rights violations and palestinian self - determination , leading to cycles of violence and failed peace efforts .",tor wennesland: gaza talks in doha key for palestinians and israelis
"israel has taken over some 32 percent of gaza's area by "" systematically demolishing neighbourhoods "" to create a buffer zone and a central axis dividing it , according to al jazeera's sanad verification agency .","israel has encroached on 32 percent of gaza, al jazeera investigation shows"
"as the genocide in gaza rages on , various european countries , including spain and ireland , have indicated that they are moving towards recognising the state of palestine .",recognition of palestinian statehood is not the panacea it’s made out to be
"across the united kingdom , a record number of candidates – more than 4 , 000 – are campaigning for the july 4 general election .",uk general election 2024: what are the key issues shaping the vote?
"here's how things stand on friday , march 29 , 2024 :","israel’s war on gaza: list of key events, day 175"
nan,six months of israel’s relentless war on gaza
nan,israeli attack kills three sons of hamas political leader ismail haniyeh
"a prominent palestinian doctor from gaza's al - shifa hospital has died in an israeli jail after more than four months of detention , according to the enclave's health ministry and groups advocating for palestinian prisoners .",doctor from gaza’s al-shifa hospital dies in israeli prison
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: death toll from nuseirat attack rises to 210
nan,dutch police bulldoze camp to break up anti-gaza war student protest
"the establishment of a palestinian state is "" the only route to peace "" in the middle east , spanish prime minister pedro sanchez has said as his country announced formal recognition , alongside norway and ireland .",eu states announce formal recognition of palestinian state
"more than 31 , 000 palestinians have been killed since the start of israel's war on gaza , and with no sign of an imminent ceasefire , the world food programme ( wfp ) has warned that the enclave is at risk of famine .",israel’s war on gaza: ‘the creation of a humanitarian crisis is a tactic’
students in belgium and the netherlands have joined the wave of protests around the world against israel's war on gaza .,belgian and dutch students protest against israel’s war on gaza
this live page is now closed .,israel war on gaza updates: israel kills 101 palestinians in 24 hours
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: new israeli truce proposal given to hamas
nan,palestinians in rafah express thanks to us university protesters
"iranian state media reported on friday that the country had activated its air defence systems over the central city of isfahan , to bring down three aerial objects , amid sounds of explosions . flights were briefly suspended in many parts of the country , before the alert was lifted .",how iran-israel tensions have escalated since the war on gaza: a timeline
"on june 19 , hassan nasrallah , the powerful leader of the lebanese group hezbollah , warned cyprus that if it helped israel attack lebanon , it would become a target .",is cyprus about to be dragged into a war between israel and hezbollah?
nan,beit lahia residents run from israeli bombing
nan,anti-gov’t protesters hit by car in israel
"several countries and global organisations have condemned the israeli air attack on tents housing displaced people in gaza's southernmost city of rafah that killed at least 40 palestinians , including many children .",‘heinous massacre’: israel’s attack on rafah tent camp widely condemned
nan,gaza’s christians attend easter service in darkness
the united kingdom has revoked the visa of a palestinian student after she participated in a pro - palestine demonstration at her university .,uk revokes visa of law student who addressed pro-palestine protest
nan,anti-gaza war protest marchers in new york city say ‘hands off rafah’
a demonstration against israel's war on gaza at the university of california in los angeles ( ucla ) turned violent when a vigilante pro - israel mob attacked a solidarity encampment occupied by peaceful pro - palestinian protesters .,ucla clashes: pro-palestinian protesters attacked by israel supporters
"israel's war on gaza , which has killed at least 31 , 923 palestinians , has relied mostly on western arms and technology .",who is arming israel’s war on gaza?
"the united states has circulated a draft united nations security council resolution calling for an "" immediate ceasefire tied to the release of hostages "" in gaza , according to us secretary of state antony blinken who is on a tour of the middle east .","with record of gaza truce vetoes, us unveils new, ambiguous un resolution"
"anti - semitism is a plague . and one that is , as i have realised in the aftermath of hamas's horrific terror attack in israel on october 7 , far more endemic than i was willing to accept before , despite having been questioning and confronting this hate all my life as the child of an american jewish and catholic german couple .",criticism of israel’s war and occupation is not anti-semitism
nan,biden criticised over gaza aid port plan
the israeli army appears set to launch its long - threatened assault on rafah as it instructs palestinians to leave parts of the city in southern gaza .,israel orders rafah evacuation as gaza truce talks stall
successive us administrations across the political divide have backed israel since it was created in 1948 .,what’s behind the us generational divide on israel’s war on gaza?
nan,hezbollah drone footage claims to show surveillance over israel
"new york , new york – israel's war on gaza is personal for columbia university student mahmoud khalil .",international students risk immigration status to engage in gaza protests
nan,israel’s military gives televised address after iran attack
"washington , dc – representative jamaal bowman , one of the newest members of the progressive "" squad "" in the united states congress , is facing a fight for his political life .",what’s behind the historic pro-israel spending in a new york house primary?
"a tense standoff continued at the university of california los angeles ( ucla ) on thursday night after police arrested at least 50 student and faculty protesters at a campus encampment , where they have been campaigning against israel's war on gaza .","police clear encampment, arrest ucla students amid us protests: all we know"
iran is marking al - quds day with rallies across the country as the commander - in - chief of the islamic revolutionary guard corps ( irgc ) promised retaliation after israeli strikes on iran's consulate in syria .,irgc warns israel attacks ‘won’t go unanswered’ as iran marks al-quds day
nicaragua has asked the international court of justice to order germany to stop supplying israel with weapons .,is germany complicit in israel’s war on gaza?
"israeli forces have intensified attacks across gaza , bombarding a refugee camp in the centre of the strip as tanks pushed deeper into eastern parts of rafah city in the south .",more than half a million palestinians flee as israel escalates gaza attacks
nan,israel rejects south africa’s icj plea for rafah attack halt
we have now entered the comforting world of delusions .,delusions at the united nations
occupied east jerusalem – the mood in occupied east jerusalem is tense as the city's palestinians prepare for islam's holy month of ramadan .,palestinians fear israeli violence in jerusalem during ramadan
thousands of protesters gathered in a town under colonial rule in the 1940s . they raised national flags and placards and called for self - determination .,israel occupying palestine echoes france colonising algeria: analysts
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: rafah ground invasion would be a ‘bloodbath’
"three journalists have been injured , one seriously , in an israeli attack at the nuseirat refugee camp in central gaza that authorities in the besieged strip say was a targeted attack .",journalist loses foot after being badly wounded in israeli attack in gaza
"washington , dc – it was not a popular stance to take . tensions were running high .",summer lee’s primary race tests fallout for critics of the us’s gaza policy
the international community has debated palestinian statehood for decades . full membership at the united nations would effectively recognise that .,what could sweeping unga support for palestine’s full un membership mean?
"the united states has greenlighted the transfer of a new $ 2 . 5bn weapons package , comprising bombs and fighter jets , to israel , according to us media reports .","‘complicity’: leaders, activists slam us for sending more arms to israel"
"athens , greece – nine people from the united kingdom and the european union member states are facing deportation from greece days after they took part in a protest in solidarity with palestine at a greek university .","‘audacious, outrageous’: gaza protesters slam greek deportation order"
united states navy ships and aircraft have shot down 15 drones fired by yemen's iran - aligned houthis in the red sea area .,us-led coalition shoots down 15 drones fired by yemen’s houthis in red sea
"the israeli military says it has withdrawn its ground troops from the southern gaza strip , including khan younis , amid conflicting reports about the scale and duration of the disengagement .",israel ‘pulls out troops’ from southern gaza as attacks enter seventh month
"police in the united states have taken back a lecture hall from pro - palestinian protesters who for hours occupied the building at the university of california , irvine , and then cleared a student encampment that stood for more than two weeks .",us police clear pro-palestinian camp from california university
"united states president joe biden has said he is "" outraged and heartbroken "" by israel's killing of seven aid workers in gaza , delivering some of his strongest criticism yet of the close us ally .","biden rebukes israel, says he’s ‘outraged’ over killing of gaza aid workers"
nan,protester at ucla: ‘this is not the end’
this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates: new massacre of displaced civilians in rafah
"here's how things stand on monday , march 18 , 2024 :","is­rael’s war on gaza: list of key events, day 164"
gaza officials say the death toll from israeli air strikes on a camp housing displaced palestinians near rafah in southern part of the strip has risen to 45 .,death toll in israeli attack on displaced palestinians in rafah rises to 45
"eighty years after the holocaust , germany is accused of being complicit in an alleged israeli genocide in gaza .",what’s behind germany’s unwavering support for israel?
"the world is facing the collapse of the 1948 international order established in the wake of world war ii , amid the brutal wars in gaza and ukraine , while authoritarian policies continue to spread , amnesty international has warned .","post-1948 order ‘at risk of decimation’ amid war in gaza, ukraine: amnesty"
this live page is now closed .,israel’s war on gaza updates: hamas puts forth proposal aimed at ending war
"montreal , canada – canada has announced it is lifting a freeze on funding for the united nations agency for palestinian refugees ( unrwa ) , after facing fierce criticism for cutting assistance during israel's war in gaza .","canada lifting freeze on unrwa funding after weeks of protests, criticism"
"the palestinian refugee agency of the united nations ( unrwa ) must be allowed to work unhindered in gaza , group of seven ( g7 ) leaders say as the wealthy nations wrapped up day two of their annual summit in italy .","‘absolute priority’: un agencies must work unhindered in gaza, g7 says"
"tulkarem , occupied west bank – "" i saw him and i knelt over his body , not knowing what to do . all his face was bloody , full of shrapnel – and his leg was cut off . """,‘little gaza’: mourning loved ones israel killed in west bank refugee camps
"yemen's houthis will target ships heading to israeli ports in any area within their range , the group's military spokesperson yahya saree has said in a televised speech .",houthis say they will target israel-bound ships anywhere within their range
"london , united kingdom – mass extermination and mass expulsion are "" identifiable strategies "" of israel's military campaign in the gaza strip , a human rights group warns , as it calls on the united kingdom to impose an arms embargo .","extermination, expulsion ‘identifiable strategies’ of israel’s war in gaza"
the evidence appears to show that the israel prime minister does not .,does israel’s netanyahu have a plan for a ‘day after’ the war on gaza?
"washington , dc – joe biden's support among arab american voters in critical swing states has plummeted during the war in gaza , a new poll found , in the latest sign that the united states president's backing of israel could hurt him in november's election .","biden’s support among arab americans plummets amid gaza war, new poll shows"
"the united nations relief and works agency , or unrwa , provides humanitarian support to millions of palestinian refugees .",will unrwa collapse without us support?
nan,palestinian girl cries ‘goodbye mom’
"here's how things stand on wednesday , march 14 , 2024 :","is­rael’s war on gaza: list of key events, day 160"
israel war cabinet member benny gantz has called for elections in september as prime minister benjamin netanyahu's government faces pressure at home and abroad over the war in gaza .,israel’s gantz challenges netanyahu with call for election amid gaza war
"students at various european universities , inspired by the continuing pro - palestinian demonstrations on campuses in the united states , have been occupying halls and facilities , demanding an end to partnerships with israeli institutions because of israel's war on gaza .",student protests against israel’s war on gaza spread across europe
nan,boos inside and protests outside eurovision final over israel’s act
"here's how things stand on saturday , march 9 , 2024 :","israel’s war on gaza: list of key events, day 155"
israel has confirmed that four of the captives held in gaza were likely killed during air raids on the enclave .,pressure for truce deal rises as israel reports four gaza captives killed
"madrid , spain – after spain recognised palestinian statehood , pedro sanchez met with his palestinian counterpart , prime minister mohammad mustafa , and leading officials from several middle eastern countries in madrid .",spain-israel tensions soar as madrid throws support behind palestine
nan,‘we’ll fight with fingernails’ says israeli pm after us warning
this live page is now closed .,icj updates: nicaragua’s case against germany over israel’s war on gaza
"london , united kingdom – more than 70 percent of british people support an immediate ceasefire in gaza , a new survey indicates as pressure rises on the government to adopt a firmer stance against israel .","most britons back immediate ceasefire in gaza, israeli arms embargo: poll"
"a great , novel experiment in political physics is under way in the united states , as the unstoppable moral force of youth - led protests against israel's genocidal war in gaza runs into the immovable object of the american power elite's support for it .",watching the watchdogs: how us media weaponised campus protests coverage
"an inquiry by a united nations - backed commission has found that israel and palestinian groups have committed war crimes in the vicious war in gaza , as it also accused israel of "" crimes against humanity "" .",un-backed commission accuses israel and palestinian groups of war crimes
